iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,tmax_lag1,tmax_lag2,tmax_lag3,tmin_lag1,tmin_lag2,tmin_lag3,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,humedad_lag1,humedad_lag2,humedad_lag3,incidencia_lag1,incidencia_lag2,incidencia_lag3,poblacion
BRA,Brazil,PARAIBA,2022,8,1644,41.3617,99.6149,34.13,15.91,1.04,68.6,31.5,30.65,32.18,16.27,17.33,19.2,1.2,3.26,3.59,74.7,81.67,79.35,103.1779,126.1483,177.9511,3974687
BRA,Brazil,PARAIBA,2022,9,879,22.1149,99.6149,36.79,16.15,0.08,60.24,34.13,31.5,30.65,15.91,16.27,17.33,1.04,1.2,3.26,68.6,74.7,81.67,41.3617,103.1779,126.1483,3974687
BRA,Brazil,PARAIBA,2022,10,709,17.8379,99.6149,37.5,17.98,0.06,57.5,36.79,34.13,31.5,16.15,15.91,16.27,0.08,1.04,1.2,60.24,68.6,74.7,22.1149,41.3617,103.1779,3974687
BRA,Brazil,PARAIBA,2022,11,405,10.1895,99.6149,37.83,19.97,2.33,60.6,37.5,36.79,34.13,17.98,16.15,15.91,0.06,0.08,1.04,57.5,60.24,68.6,17.8379,22.1149,41.3617,3974687
BRA,Brazil,PARAIBA,2022,12,219,5.5099,99.6149,37.01,19.58,1.12,59.29,37.83,37.5,36.79,19.97,17.98,16.15,2.33,0.06,0.08,60.6,57.5,60.24,10.1895,17.8379,22.1149,3974687
BRA,Brazil,PARANA,2014,4,5923,54.9555,97.4719,29.68,11.34,4.29,83.37,30.0,36.8,34.33,14.11,16.63,16.78,4.23,5.12,3.95,80.11,68.33,79.62,54.4823,27.7886,13.7134,10777811
BRA,Brazil,PARANA,2014,5,3700,34.3298,97.4719,26.01,7.16,4.58,83.37,29.68,30.0,36.8,11.34,14.11,16.63,4.29,4.23,5.12,83.37,80.11,68.33,54.9555,54.4823,27.7886,10777811
BRA,Brazil,PARANA,2014,6,902,8.369,97.4719,23.16,4.97,9.7,89.07,26.01,29.68,30.0,7.16,11.34,14.11,4.58,4.29,4.23,83.37,83.37,80.11,34.3298,54.9555,54.4823,10777811
BRA,Brazil,PARANA,2014,7,294,2.7278,97.4719,24.22,3.19,3.14,84.89,23.16,26.01,29.68,4.97,7.16,11.34,9.7,4.58,4.29,89.07,83.37,83.37,8.369,34.3298,54.9555,10777811
BRA,Brazil,PARANA,2014,8,305,2.8299,97.4719,25.8,4.99,1.57,79.21,24.22,23.16,26.01,3.19,4.97,7.16,3.14,9.7,4.58,84.89,89.07,83.37,2.7278,8.369,34.3298,10777811
BRA,Brazil,PARANA,2014,9,206,1.9113,97.4719,28.07,10.82,8.43,82.5,25.8,24.22,23.16,4.99,3.19,4.97,1.57,3.14,9.7,79.21,84.89,89.07,2.8299,2.7278,8.369,10777811
BRA,Brazil,PARANA,2014,10,292,2.7093,97.4719,30.67,9.62,1.6,77.42,28.07,25.8,24.22,10.82,4.99,3.19,8.43,1.57,3.14,82.5,79.21,84.89,1.9113,2.8299,2.7278,10777811
BRA,Brazil,PARANA,2014,11,358,3.3216,97.4719,28.72,11.19,3.7,80.78,30.67,28.07,25.8,9.62,10.82,4.99,1.6,8.43,1.57,77.42,82.5,79.21,2.7093,1.9113,2.8299,10777811
BRA,Brazil,PARANA,2014,12,320,2.9691,97.4719,31.31,13.51,4.09,80.42,28.72,30.67,28.07,11.19,9.62,10.82,3.7,1.6,8.43,80.78,77.42,82.5,3.3216,2.7093,1.9113,10777811
BRA,Brazil,PARANA,2015,1,1491,13.7279,97.7078,29.89,16.47,4.25,84.43,31.31,28.72,30.67,13.51,11.19,9.62,4.09,3.7,1.6,80.42,80.78,77.42,2.9691,3.3216,2.7093,10861132
BRA,Brazil,PARANA,2015,2,3569,32.8603,97.7078,30.79,15.88,4.96,84.5,29.89,31.31,28.72,16.47,13.51,11.19,4.25,4.09,3.7,84.43,80.42,80.78,13.7279,2.9691,3.3216,10861132
BRA,Brazil,PARANA,2015,3,14557,134.0284,97.7078,29.2,15.33,2.4,78.67,30.79,29.89,31.31,15.88,16.47,13.51,4.96,4.25,4.09,84.5,84.43,80.42,32.8603,13.7279,2.9691,10861132
BRA,Brazil,PARANA,2015,4,13936,128.3108,97.7078,31.16,12.59,1.32,71.9,29.2,30.79,29.89,15.33,15.88,16.47,2.4,4.96,4.25,78.67,84.5,84.43,134.0284,32.8603,13.7279,10861132
BRA,Brazil,PARANA,2015,5,6433,59.2296,97.7078,26.73,8.91,2.96,80.73,31.16,29.2,30.79,12.59,15.33,15.88,1.32,2.4,4.96,71.9,78.67,84.5,128.3108,134.0284,32.8603,10861132
BRA,Brazil,PARANA,2015,6,1450,13.3504,97.7078,27.04,3.17,1.22,77.55,26.73,31.16,29.2,8.91,12.59,15.33,2.96,1.32,2.4,80.73,71.9,78.67,59.2296,128.3108,134.0284,10861132
BRA,Brazil,PARANA,2015,7,429,3.9499,97.7078,23.79,7.2,11.18,88.66,27.04,26.73,31.16,3.17,8.91,12.59,1.22,2.96,1.32,77.55,80.73,71.9,13.3504,59.2296,128.3108,10861132
BRA,Brazil,PARANA,2015,8,392,3.6092,97.7078,27.65,8.55,1.12,80.48,23.79,27.04,26.73,7.2,3.17,8.91,11.18,1.22,2.96,88.66,77.55,80.73,3.9499,13.3504,59.2296,10861132
BRA,Brazil,PARANA,2015,9,248,2.2834,97.7078,31.68,5.35,4.66,77.82,27.65,23.79,27.04,8.55,7.2,3.17,1.12,11.18,1.22,80.48,88.66,77.55,3.6092,3.9499,13.3504,10861132
BRA,Brazil,PARANA,2015,10,287,2.6425,97.7078,30.85,11.37,6.93,85.3,31.68,27.65,23.79,5.35,8.55,7.2,4.66,1.12,11.18,77.82,80.48,88.66,2.2834,3.6092,3.9499,10861132
BRA,Brazil,PARANA,2015,11,1092,10.0542,97.7078,28.61,11.54,11.04,89.25,30.85,31.68,27.65,11.37,5.35,8.55,6.93,4.66,1.12,85.3,77.82,80.48,2.6425,2.2834,3.6092,10861132
BRA,Brazil,PARANA,2015,12,2027,18.6629,97.7078,27.86,16.86,8.08,91.23,28.61,30.85,31.68,11.54,11.37,5.35,11.04,6.93,4.66,89.25,85.3,77.82,10.0542,2.6425,2.2834,10861132
BRA,Brazil,PARANA,2016,1,12223,111.6821,97.9218,28.55,14.3,5.62,87.27,27.86,28.61,30.85,16.86,11.54,11.37,8.08,11.04,6.93,91.23,89.25,85.3,18.6629,10.0542,2.6425,10944453
BRA,Brazil,PARANA,2016,2,17355,158.5735,97.9218,28.95,18.61,6.31,90.83,28.55,27.86,28.61,14.3,16.86,11.54,5.62,8.08,11.04,87.27,91.23,89.25,111.6821,18.6629,10.0542,10944453
BRA,Brazil,PARANA,2016,3,16613,151.7938,97.9218,28.14,13.31,3.11,86.09,28.95,28.55,27.86,18.61,14.3,16.86,6.31,5.62,8.08,90.83,87.27,91.23,158.5735,111.6821,18.6629,10944453
BRA,Brazil,PARANA,2016,4,12303,112.4131,97.9218,28.25,4.54,1.42,84.05,28.14,28.95,28.55,13.31,18.61,14.3,3.11,6.31,5.62,86.09,90.83,87.27,151.7938,158.5735,111.6821,10944453
BRA,Brazil,PARANA,2016,5,2104,19.2244,97.9218,23.59,3.87,6.61,88.44,28.25,28.14,28.95,4.54,13.31,18.61,1.42,3.11,6.31,84.05,86.09,90.83,112.4131,151.7938,158.5735,10944453
BRA,Brazil,PARANA,2016,6,295,2.6954,97.9218,21.62,-1.11,3.3,86.37,23.59,28.25,28.14,3.87,4.54,13.31,6.61,1.42,3.11,88.44,84.05,86.09,19.2244,112.4131,151.7938,10944453
BRA,Brazil,PARANA,2016,7,214,1.9553,97.9218,23.66,2.15,0.99,84.47,21.62,23.59,28.25,-1.11,3.87,4.54,3.3,6.61,1.42,86.37,88.44,84.05,2.6954,19.2244,112.4131,10944453
BRA,Brazil,PARANA,2016,8,117,1.069,97.9218,26.02,4.17,2.66,84.04,23.66,21.62,23.59,2.15,-1.11,3.87,0.99,3.3,6.61,84.47,86.37,88.44,1.9553,2.6954,19.2244,10944453
BRA,Brazil,PARANA,2016,9,137,1.2518,97.9218,27.85,4.44,1.27,78.13,26.02,23.66,21.62,4.17,2.15,-1.11,2.66,0.99,3.3,84.04,84.47,86.37,1.069,1.9553,2.6954,10944453
BRA,Brazil,PARANA,2016,10,325,2.9695,97.9218,29.33,8.26,5.51,81.29,27.85,26.02,23.66,4.44,4.17,2.15,1.27,2.66,0.99,78.13,84.04,84.47,1.2518,1.069,1.9553,10944453
