iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,tmax_lag1,tmax_lag2,tmax_lag3,tmin_lag1,tmin_lag2,tmin_lag3,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,humedad_lag1,humedad_lag2,humedad_lag3,incidencia_lag1,incidencia_lag2,incidencia_lag3,poblacion
PER,Peru,MADRE DE DIOS,2014,12,19,14.168,89.8162,29.45,19.08,5.68,90.95,30.31,34.99,31.83,20.03,20.66,19.2,10.38,5.31,3.59,91.44,79.75,86.09,45.4867,37.2842,29.0817,134105
PER,Peru,MADRE DE DIOS,2015,1,40,29.1299,90.4147,28.81,20.9,11.82,93.32,29.45,30.31,34.99,19.08,20.03,20.66,5.68,10.38,5.31,90.95,91.44,79.75,14.168,45.4867,37.2842,137316
PER,Peru,MADRE DE DIOS,2015,2,57,41.5101,90.4147,29.02,19.57,11.71,92.41,28.81,29.45,30.31,20.9,19.08,20.03,11.82,5.68,10.38,93.32,90.95,91.44,29.1299,14.168,45.4867,137316
PER,Peru,MADRE DE DIOS,2015,3,98,71.3682,90.4147,29.31,21.09,3.31,92.27,29.02,28.81,29.45,19.57,20.9,19.08,11.71,11.82,5.68,92.41,93.32,90.95,41.5101,29.1299,14.168,137316
PER,Peru,MADRE DE DIOS,2015,4,131,95.4004,90.4147,28.67,20.07,5.66,92.64,29.31,29.02,28.81,21.09,19.57,20.9,3.31,11.71,11.82,92.27,92.41,93.32,71.3682,41.5101,29.1299,137316
PER,Peru,MADRE DE DIOS,2015,5,135,98.3134,90.4147,28.51,19.0,6.28,92.86,28.67,29.31,29.02,20.07,21.09,19.57,5.66,3.31,11.71,92.64,92.27,92.41,95.4004,71.3682,41.5101,137316
PER,Peru,MADRE DE DIOS,2015,6,60,43.6948,90.4147,28.64,13.4,1.69,90.78,28.51,28.67,29.31,19.0,20.07,21.09,6.28,5.66,3.31,92.86,92.64,92.27,98.3134,95.4004,71.3682,137316
PER,Peru,MADRE DE DIOS,2015,7,21,15.2932,90.4147,29.02,15.08,0.93,89.81,28.64,28.51,28.67,13.4,19.0,20.07,1.69,6.28,5.66,90.78,92.86,92.64,43.6948,98.3134,95.4004,137316
PER,Peru,MADRE DE DIOS,2015,8,32,23.3039,90.4147,30.38,19.51,3.49,88.01,29.02,28.64,28.51,15.08,13.4,19.0,0.93,1.69,6.28,89.81,90.78,92.86,15.2932,43.6948,98.3134,137316
PER,Peru,MADRE DE DIOS,2015,9,40,29.1299,90.4147,36.01,16.78,1.46,78.29,30.38,29.02,28.64,19.51,15.08,13.4,3.49,0.93,1.69,88.01,89.81,90.78,23.3039,15.2932,43.6948,137316
PER,Peru,MADRE DE DIOS,2015,10,84,61.1728,90.4147,39.2,18.83,3.26,67.72,36.01,30.38,29.02,16.78,19.51,15.08,1.46,3.49,0.93,78.29,88.01,89.81,29.1299,23.3039,15.2932,137316
PER,Peru,MADRE DE DIOS,2015,11,86,62.6293,90.4147,33.81,21.71,5.23,83.92,39.2,36.01,30.38,18.83,16.78,19.51,3.26,1.46,3.49,67.72,78.29,88.01,61.1728,29.1299,23.3039,137316
PER,Peru,MADRE DE DIOS,2015,12,182,132.541,90.4147,34.71,21.7,6.02,82.6,33.81,39.2,36.01,21.71,18.83,16.78,5.23,3.26,1.46,83.92,67.72,78.29,62.6293,61.1728,29.1299,137316
PER,Peru,MADRE DE DIOS,2016,1,176,118.0867,91.0089,30.99,22.54,9.26,91.42,34.71,33.81,39.2,21.7,21.71,18.83,6.02,5.23,3.26,82.6,83.92,67.72,132.541,62.6293,61.1728,149043
PER,Peru,MADRE DE DIOS,2016,2,64,42.9406,91.0089,30.18,21.59,8.82,92.78,30.99,34.71,33.81,22.54,21.7,21.71,9.26,6.02,5.23,91.42,82.6,83.92,118.0867,132.541,62.6293,149043
PER,Peru,MADRE DE DIOS,2016,3,49,32.8764,91.0089,30.04,18.62,5.98,91.16,30.18,30.99,34.71,21.59,22.54,21.7,8.82,9.26,6.02,92.78,91.42,82.6,42.9406,118.0867,132.541,149043
PER,Peru,MADRE DE DIOS,2016,4,55,36.9021,91.0089,30.1,13.25,5.98,90.46,30.04,30.18,30.99,18.62,21.59,22.54,5.98,8.82,9.26,91.16,92.78,91.42,32.8764,42.9406,118.0867,149043
PER,Peru,MADRE DE DIOS,2016,5,41,27.5088,91.0089,29.1,14.98,1.26,90.76,30.1,30.04,30.18,13.25,18.62,21.59,5.98,5.98,8.82,90.46,91.16,92.78,36.9021,32.8764,42.9406,149043
PER,Peru,MADRE DE DIOS,2016,6,15,10.0642,91.0089,29.84,14.72,0.32,85.23,29.1,30.1,30.04,14.98,13.25,18.62,1.26,5.98,5.98,90.76,90.46,91.16,27.5088,36.9021,32.8764,149043
PER,Peru,MADRE DE DIOS,2016,7,17,11.4061,91.0089,36.07,16.56,0.52,70.25,29.84,29.1,30.1,14.72,14.98,13.25,0.32,1.26,5.98,85.23,90.76,90.46,10.0642,27.5088,36.9021,149043
PER,Peru,MADRE DE DIOS,2016,8,6,4.0257,91.0089,38.68,16.07,0.97,56.86,36.07,29.84,29.1,16.56,14.72,14.98,0.52,0.32,1.26,70.25,85.23,90.76,11.4061,10.0642,27.5088,149043
PER,Peru,MADRE DE DIOS,2016,9,8,5.3676,91.0089,39.41,16.59,2.61,61.07,38.68,36.07,29.84,16.07,16.56,14.72,0.97,0.52,0.32,56.86,70.25,85.23,4.0257,11.4061,10.0642,149043
PER,Peru,MADRE DE DIOS,2016,10,5,3.3547,91.0089,36.52,19.09,4.35,73.93,39.41,38.68,36.07,16.59,16.07,16.56,2.61,0.97,0.52,61.07,56.86,70.25,5.3676,4.0257,11.4061,149043
PER,Peru,MADRE DE DIOS,2016,11,16,10.7352,91.0089,35.78,18.43,6.42,79.66,36.52,39.41,38.68,19.09,16.59,16.07,4.35,2.61,0.97,73.93,61.07,56.86,3.3547,5.3676,4.0257,149043
PER,Peru,MADRE DE DIOS,2016,12,16,10.7352,91.0089,35.58,20.96,5.15,80.22,35.78,36.52,39.41,18.43,19.09,16.59,6.42,4.35,2.61,79.66,73.93,61.07,10.7352,3.3547,5.3676,149043
PER,Peru,MADRE DE DIOS,2017,1,19,12.256,91.599,30.41,19.6,7.07,90.64,35.58,35.78,36.52,20.96,18.43,19.09,5.15,6.42,4.35,80.22,79.66,73.93,10.7352,10.7352,3.3547,155026
PER,Peru,MADRE DE DIOS,2017,2,18,11.611,91.599,30.29,20.92,8.48,91.64,30.41,35.58,35.78,19.6,20.96,18.43,7.07,5.15,6.42,90.64,80.22,79.66,12.256,10.7352,10.7352,155026
PER,Peru,MADRE DE DIOS,2017,3,23,14.8362,91.599,29.39,17.65,11.96,92.27,30.29,30.41,35.58,20.92,19.6,20.96,8.48,7.07,5.15,91.64,90.64,80.22,11.611,12.256,10.7352,155026
PER,Peru,MADRE DE DIOS,2017,4,44,28.3823,91.599,28.65,15.85,5.44,91.78,29.39,30.29,30.41,17.65,20.92,19.6,11.96,8.48,7.07,92.27,91.64,90.64,14.8362,11.611,12.256,155026
PER,Peru,MADRE DE DIOS,2017,5,33,21.2868,91.599,29.18,18.33,1.65,91.26,28.65,29.39,30.29,15.85,17.65,20.92,5.44,11.96,8.48,91.78,92.27,91.64,28.3823,14.8362,11.611,155026
PER,Peru,MADRE DE DIOS,2017,6,32,20.6417,91.599,30.72,14.81,1.39,85.95,29.18,28.65,29.39,18.33,15.85,17.65,1.65,5.44,11.96,91.26,91.78,92.27,21.2868,28.3823,14.8362,155026
PER,Peru,MADRE DE DIOS,2017,7,42,27.0922,91.599,34.0,11.66,0.04,75.2,30.72,29.18,28.65,14.81,18.33,15.85,1.39,1.65,5.44,85.95,91.26,91.78,20.6417,21.2868,28.3823,155026
PER,Peru,MADRE DE DIOS,2017,8,15,9.6758,91.599,36.82,16.86,2.5,68.31,34.0,30.72,29.18,11.66,14.81,18.33,0.04,1.39,1.65,75.2,85.95,91.26,27.0922,20.6417,21.2868,155026
PER,Peru,MADRE DE DIOS,2017,9,22,14.1912,91.599,38.35,18.89,0.84,60.61,36.82,34.0,30.72,16.86,11.66,14.81,2.5,0.04,1.39,68.31,75.2,85.95,9.6758,27.0922,20.6417,155026
PER,Peru,MADRE DE DIOS,2017,10,44,28.3823,91.599,38.57,18.29,4.83,69.13,38.35,36.82,34.0,18.89,16.86,11.66,0.84,2.5,0.04,60.61,68.31,75.2,14.1912,9.6758,27.0922,155026
PER,Peru,MADRE DE DIOS,2017,11,107,69.0207,91.599,34.34,21.81,7.55,83.79,38.57,38.35,36.82,18.29,18.89,16.86,4.83,0.84,2.5,69.13,60.61,68.31,28.3823,14.1912,9.6758,155026
PER,Peru,MADRE DE DIOS,2017,12,245,158.038,91.599,31.14,21.31,8.5,90.1,34.34,38.57,38.35,21.81,18.29,18.89,7.55,4.83,0.84,83.79,69.13,60.61,69.0207,28.3823,14.1912,155026
PER,Peru,MADRE DE DIOS,2018,1,303,187.8208,92.1863,28.75,20.91,10.39,92.54,31.14,34.34,38.57,21.31,21.81,18.29,8.5,7.55,4.83,90.1,83.79,69.13,158.038,69.0207,28.3823,161324
PER,Peru,MADRE DE DIOS,2018,2,171,105.9979,92.1863,29.97,20.49,12.6,92.4,28.75,31.14,34.34,20.91,21.31,21.81,10.39,8.5,7.55,92.54,90.1,83.79,187.8208,158.038,69.0207,161324
PER,Peru,MADRE DE DIOS,2018,3,198,122.7344,92.1863,28.84,18.1,7.67,92.42,29.97,28.75,31.14,20.49,20.91,21.31,12.6,10.39,8.5,92.4,92.54,90.1,105.9979,187.8208,158.038,161324
PER,Peru,MADRE DE DIOS,2018,4,167,103.5184,92.1863,28.68,19.48,3.45,92.0,28.84,29.97,28.75,18.1,20.49,20.91,7.67,12.6,10.39,92.42,92.4,92.54,122.7344,105.9979,187.8208,161324
PER,Peru,MADRE DE DIOS,2018,5,55,34.0929,92.1863,29.24,15.05,2.13,90.85,28.68,28.84,29.97,19.48,18.1,20.49,3.45,7.67,12.6,92.0,92.42,92.4,103.5184,122.7344,105.9979,161324
PER,Peru,MADRE DE DIOS,2018,6,23,14.257,92.1863,28.46,14.33,1.84,89.4,29.24,28.68,28.84,15.05,19.48,18.1,2.13,3.45,7.67,90.85,92.0,92.42,34.0929,103.5184,122.7344,161324
PER,Peru,MADRE DE DIOS,2018,7,36,22.3153,92.1863,30.38,13.07,1.81,86.02,28.46,29.24,28.68,14.33,15.05,19.48,1.84,2.13,3.45,89.4,90.85,92.0,14.257,34.0929,103.5184,161324
PER,Peru,MADRE DE DIOS,2018,8,17,10.5378,92.1863,34.39,14.1,2.24,81.87,30.38,28.46,29.24,13.07,14.33,15.05,1.81,1.84,2.13,86.02,89.4,90.85,22.3153,14.257,34.0929,161324
PER,Peru,MADRE DE DIOS,2018,9,28,17.3564,92.1863,36.55,16.18,1.79,70.67,34.39,30.38,28.46,14.1,13.07,14.33,2.24,1.81,1.84,81.87,86.02,89.4,10.5378,22.3153,14.257,161324
PER,Peru,MADRE DE DIOS,2018,10,39,24.175,92.1863,36.66,21.32,5.81,78.76,36.55,34.39,30.38,16.18,14.1,13.07,1.79,2.24,1.81,70.67,81.87,86.02,17.3564,10.5378,22.3153,161324
PER,Peru,MADRE DE DIOS,2018,11,54,33.473,92.1863,32.64,21.33,6.77,86.25,36.66,36.55,34.39,21.32,16.18,14.1,5.81,1.79,2.24,78.76,70.67,81.87,24.175,17.3564,10.5378,161324
PER,Peru,MADRE DE DIOS,2018,12,79,48.9698,92.1863,31.32,18.56,5.62,87.63,32.64,36.66,36.55,21.33,21.32,16.18,6.77,5.81,1.79,86.25,78.76,70.67,33.473,24.175,17.3564,161324
PER,Peru,MADRE DE DIOS,2019,1,134,79.917,92.7705,31.15,20.42,7.05,90.25,31.32,32.64,36.66,18.56,21.33,21.32,5.62,6.77,5.81,87.63,86.25,78.76,48.9698,33.473,24.175,167674
PER,Peru,MADRE DE DIOS,2019,2,151,90.0557,92.7705,30.19,20.94,9.31,92.34,31.15,31.32,32.64,20.42,18.56,21.33,7.05,5.62,6.77,90.25,87.63,86.25,79.917,48.9698,33.473,167674
PER,Peru,MADRE DE DIOS,2019,3,215,128.225,92.7705,29.62,20.88,5.27,93.39,30.19,31.15,31.32,20.94,20.42,18.56,9.31,7.05,5.62,92.34,90.25,87.63,90.0557,79.917,48.9698,167674
PER,Peru,MADRE DE DIOS,2019,4,285,169.9727,92.7705,29.19,16.74,6.95,91.98,29.62,30.19,31.15,20.88,20.94,20.42,5.27,9.31,7.05,93.39,92.34,90.25,128.225,90.0557,79.917,167674
PER,Peru,MADRE DE DIOS,2019,5,206,122.8574,92.7705,29.19,16.02,3.37,91.55,29.19,29.62,30.19,16.74,20.88,20.94,6.95,5.27,9.31,91.98,93.39,92.34,169.9727,128.225,90.0557,167674
PER,Peru,MADRE DE DIOS,2019,6,214,127.6286,92.7705,30.04,15.75,1.13,89.19,29.19,29.19,29.62,16.02,16.74,20.88,3.37,6.95,5.27,91.55,91.98,93.39,122.8574,169.9727,128.225,167674
PER,Peru,MADRE DE DIOS,2019,7,165,98.4052,92.7705,30.42,14.72,1.65,82.86,30.04,29.19,29.19,15.75,16.02,16.74,1.13,3.37,6.95,89.19,91.55,91.98,127.6286,122.8574,169.9727,167674
PER,Peru,MADRE DE DIOS,2019,8,165,98.4052,92.7705,36.84,9.58,0.21,71.13,30.42,30.04,29.19,14.72,15.75,16.02,1.65,1.13,3.37,82.86,89.19,91.55,98.4052,127.6286,122.8574,167674
PER,Peru,MADRE DE DIOS,2019,9,409,243.9257,92.7705,38.82,19.91,2.09,64.2,36.84,30.42,30.04,9.58,14.72,15.75,0.21,1.65,1.13,71.13,82.86,89.19,98.4052,98.4052,127.6286,167674
PER,Peru,MADRE DE DIOS,2019,10,988,589.2386,92.7705,35.91,17.72,3.93,72.4,38.82,36.84,30.42,19.91,9.58,14.72,2.09,0.21,1.65,64.2,71.13,82.86,243.9257,98.4052,98.4052,167674
PER,Peru,MADRE DE DIOS,2019,11,2756,1643.6657,92.7705,35.01,21.27,7.84,82.66,35.91,38.82,36.84,17.72,19.91,9.58,3.93,2.09,0.21,72.4,64.2,71.13,589.2386,243.9257,98.4052,167674
PER,Peru,MADRE DE DIOS,2019,12,1917,1143.29,92.7705,29.45,21.82,23.13,94.39,35.01,35.91,38.82,21.27,17.72,19.91,7.84,3.93,2.09,82.66,72.4,64.2,1643.6657,589.2386,243.9257,167674
PER,Peru,MADRE DE DIOS,2020,1,1145,658.7615,93.3514,29.67,22.03,8.96,92.85,29.45,35.01,35.91,21.82,21.27,17.72,23.13,7.84,3.93,94.39,82.66,72.4,1143.29,1643.6657,589.2386,173811
PER,Peru,MADRE DE DIOS,2020,2,845,486.1603,93.3514,29.06,19.95,10.34,93.09,29.67,29.45,35.01,22.03,21.82,21.27,8.96,23.13,7.84,92.85,94.39,82.66,658.7615,1143.29,1643.6657,173811
PER,Peru,MADRE DE DIOS,2020,3,308,177.204,93.3514,29.81,21.49,5.27,92.01,29.06,29.67,29.45,19.95,22.03,21.82,10.34,8.96,23.13,93.09,92.85,94.39,486.1603,658.7615,1143.29,173811
PER,Peru,MADRE DE DIOS,2020,4,41,23.5888,93.3514,28.8,17.45,3.73,91.29,29.81,29.06,29.67,21.49,19.95,22.03,5.27,10.34,8.96,92.01,93.09,92.85,177.204,486.1603,658.7615,173811
PER,Peru,MADRE DE DIOS,2020,5,26,14.9588,93.3514,29.23,14.83,1.09,89.12,28.8,29.81,29.06,17.45,21.49,19.95,3.73,5.27,10.34,91.29,92.01,93.09,23.5888,177.204,486.1603,173811
PER,Peru,MADRE DE DIOS,2020,6,3,1.726,93.3514,28.55,17.63,1.46,91.1,29.23,28.8,29.81,14.83,17.45,21.49,1.09,3.73,5.27,89.12,91.29,92.01,14.9588,23.5888,177.204,173811
PER,Peru,MADRE DE DIOS,2020,7,4,2.3014,93.3514,29.83,16.88,1.79,87.68,28.55,29.23,28.8,17.63,14.83,17.45,1.46,1.09,3.73,91.1,89.12,91.29,1.726,14.9588,23.5888,173811
PER,Peru,MADRE DE DIOS,2020,8,10,5.7534,93.3514,37.81,13.19,1.09,67.7,29.83,28.55,29.23,16.88,17.63,14.83,1.79,1.46,1.09,87.68,91.1,89.12,2.3014,1.726,14.9588,173811
PER,Peru,MADRE DE DIOS,2020,9,24,13.8081,93.3514,37.76,20.29,1.12,65.28,37.81,29.83,28.55,13.19,16.88,17.63,1.09,1.79,1.46,67.7,87.68,91.1,5.7534,2.3014,1.726,173811
PER,Peru,MADRE DE DIOS,2020,10,75,43.1503,93.3514,39.15,19.63,2.67,64.84,37.76,37.81,29.83,20.29,13.19,16.88,1.12,1.09,1.79,65.28,67.7,87.68,13.8081,5.7534,2.3014,173811
PER,Peru,MADRE DE DIOS,2020,11,191,109.8895,93.3514,38.65,18.89,4.26,70.37,39.15,37.76,37.81,19.63,20.29,13.19,2.67,1.12,1.09,64.84,65.28,67.7,43.1503,13.8081,5.7534,173811
PER,Peru,MADRE DE DIOS,2020,12,339,195.0394,93.3514,31.28,20.26,9.27,89.27,38.65,39.15,37.76,18.89,19.63,20.29,4.26,2.67,1.12,70.37,64.84,65.28,109.8895,43.1503,13.8081,173811
PER,Peru,MADRE DE DIOS,2021,1,462,257.1123,93.9288,29.4,17.96,7.3,90.21,31.28,38.65,39.15,20.26,18.89,19.63,9.27,4.26,2.67,89.27,70.37,64.84,195.0394,109.8895,43.1503,179688
PER,Peru,MADRE DE DIOS,2021,2,161,89.5998,93.9288,29.52,20.59,6.98,91.59,29.4,31.28,38.65,17.96,20.26,18.89,7.3,9.27,4.26,90.21,89.27,70.37,257.1123,195.0394,109.8895,179688
PER,Peru,MADRE DE DIOS,2021,3,119,66.2259,93.9288,29.71,20.63,4.36,90.65,29.52,29.4,31.28,20.59,17.96,20.26,6.98,7.3,9.27,91.59,90.21,89.27,89.5998,257.1123,195.0394,179688
PER,Peru,MADRE DE DIOS,2021,4,53,29.4956,93.9288,29.93,17.2,6.13,90.58,29.71,29.52,29.4,20.63,20.59,17.96,4.36,6.98,7.3,90.65,91.59,90.21,66.2259,89.5998,257.1123,179688
PER,Peru,MADRE DE DIOS,2021,5,53,29.4956,93.9288,30.94,16.21,0.97,86.05,29.93,29.71,29.52,17.2,20.63,20.59,6.13,4.36,6.98,90.58,90.65,91.59,29.4956,66.2259,89.5998,179688
PER,Peru,MADRE DE DIOS,2021,6,16,8.9043,93.9288,31.49,11.54,0.92,81.5,30.94,29.93,29.71,16.21,17.2,20.63,0.97,6.13,4.36,86.05,90.58,90.65,29.4956,29.4956,66.2259,179688
PER,Peru,MADRE DE DIOS,2021,7,8,4.4522,93.9288,33.58,11.11,1.83,77.04,31.49,30.94,29.93,11.54,16.21,17.2,0.92,0.97,6.13,81.5,86.05,90.58,8.9043,29.4956,29.4956,179688
PER,Peru,MADRE DE DIOS,2021,8,23,12.8,93.9288,38.31,15.61,0.12,61.52,33.58,31.49,30.94,11.11,11.54,16.21,1.83,0.92,0.97,77.04,81.5,86.05,4.4522,8.9043,29.4956,179688
PER,Peru,MADRE DE DIOS,2021,9,26,14.4695,93.9288,38.7,18.54,1.92,60.2,38.31,33.58,31.49,15.61,11.11,11.54,0.12,1.83,0.92,61.52,77.04,81.5,12.8,4.4522,8.9043,179688
PER,Peru,MADRE DE DIOS,2021,10,87,48.4173,93.9288,39.17,16.89,5.47,66.67,38.7,38.31,33.58,18.54,15.61,11.11,1.92,0.12,1.83,60.2,61.52,77.04,14.4695,12.8,4.4522,179688
PER,Peru,MADRE DE DIOS,2021,11,132,73.4607,93.9288,34.64,19.91,7.84,84.32,39.17,38.7,38.31,16.89,18.54,15.61,5.47,1.92,0.12,66.67,60.2,61.52,48.4173,14.4695,12.8,179688
PER,Peru,MADRE DE DIOS,2021,12,193,107.4084,93.9288,30.61,21.47,12.41,92.16,34.64,39.17,38.7,19.91,16.89,18.54,7.84,5.47,1.92,84.32,66.67,60.2,73.4607,48.4173,14.4695,179688
PER,Peru,MADRE DE DIOS,2022,1,441,237.764,94.5023,29.46,20.71,5.66,91.71,30.61,34.64,39.17,21.47,19.91,16.89,12.41,7.84,5.47,92.16,84.32,66.67,107.4084,73.4607,48.4173,185478
PER,Peru,MADRE DE DIOS,2022,2,606,326.7234,94.5023,29.12,20.81,10.6,93.12,29.46,30.61,34.64,20.71,21.47,19.91,5.66,12.41,7.84,91.71,92.16,84.32,237.764,107.4084,73.4607,185478
PER,Peru,MADRE DE DIOS,2022,3,456,245.8513,94.5023,29.22,18.48,7.76,91.88,29.12,29.46,30.61,20.81,20.71,21.47,10.6,5.66,12.41,93.12,91.71,92.16,326.7234,237.764,107.4084,185478
PER,Peru,MADRE DE DIOS,2022,4,262,141.2566,94.5023,28.91,16.44,2.21,91.18,29.22,29.12,29.46,18.48,20.81,20.71,7.76,10.6,5.66,91.88,93.12,91.71,245.8513,326.7234,237.764,185478
PER,Peru,MADRE DE DIOS,2022,5,213,114.8384,94.5023,28.77,14.1,1.46,89.14,28.91,29.22,29.12,16.44,18.48,20.81,2.21,7.76,10.6,91.18,91.88,93.12,141.2566,245.8513,326.7234,185478
PER,Peru,MADRE DE DIOS,2022,6,45,24.2616,94.5023,28.05,10.7,1.82,89.55,28.77,28.91,29.22,14.1,16.44,18.48,1.46,2.21,7.76,89.14,91.18,91.88,114.8384,141.2566,245.8513,185478
PER,Peru,MADRE DE DIOS,2022,7,54,29.114,94.5023,30.68,17.94,1.74,84.48,28.05,28.77,28.91,10.7,14.1,16.44,1.82,1.46,2.21,89.55,89.14,91.18,24.2616,114.8384,141.2566,185478
PER,Peru,MADRE DE DIOS,2022,8,77,41.5144,94.5023,35.01,11.99,2.45,70.82,30.68,28.05,28.77,17.94,10.7,14.1,1.74,1.82,1.46,84.48,89.55,89.14,29.114,24.2616,114.8384,185478
PER,Peru,MADRE DE DIOS,2022,9,122,65.776,94.5023,37.86,17.07,2.91,62.16,35.01,30.68,28.05,11.99,17.94,10.7,2.45,1.74,1.82,70.82,84.48,89.55,41.5144,29.114,24.2616,185478
PER,Peru,MADRE DE DIOS,2022,10,308,166.0574,94.5023,34.88,19.21,6.76,82.32,37.86,35.01,30.68,17.07,11.99,17.94,2.91,2.45,1.74,62.16,70.82,84.48,65.776,41.5144,29.114,185478
PER,Peru,MADRE DE DIOS,2022,11,451,243.1555,94.5023,35.64,14.18,5.39,77.85,34.88,37.86,35.01,19.21,17.07,11.99,6.76,2.91,2.45,82.32,62.16,70.82,166.0574,65.776,41.5144,185478
PER,Peru,MADRE DE DIOS,2022,12,606,326.7234,94.5023,30.52,21.13,13.11,90.39,35.64,34.88,37.86,14.18,19.21,17.07,5.39,6.76,2.91,77.85,82.32,62.16,243.1555,166.0574,65.776,185478
PER,Peru,PASCO,2014,4,4,1.3246,89.8162,34.22,19.62,0.54,66.81,32.78,31.67,34.47,18.89,19.22,19.16,1.61,1.22,1.18,76.39,73.52,73.94,1.6557,0.6623,1.6557,301988
PER,Peru,PASCO,2014,5,1,0.3311,89.8162,32.76,18.47,1.1,71.6,34.22,32.78,31.67,19.62,18.89,19.22,0.54,1.61,1.22,66.81,76.39,73.52,1.3246,1.6557,0.6623,301988
PER,Peru,PASCO,2014,6,0,0.0,89.8162,33.29,17.16,0.61,66.36,32.76,34.22,32.78,18.47,19.62,18.89,1.1,0.54,1.61,71.6,66.81,76.39,0.3311,1.3246,1.6557,301988
PER,Peru,PASCO,2014,7,0,0.0,89.8162,33.28,17.85,0.22,60.25,33.29,32.76,34.22,17.16,18.47,19.62,0.61,1.1,0.54,66.36,71.6,66.81,0.0,0.3311,1.3246,301988
PER,Peru,PASCO,2014,8,1,0.3311,89.8162,34.63,19.15,0.13,49.5,33.28,33.29,32.76,17.85,17.16,18.47,0.22,0.61,1.1,60.25,66.36,71.6,0.0,0.0,0.3311,301988
PER,Peru,PASCO,2014,9,1,0.3311,89.8162,36.19,19.0,0.66,53.76,34.63,33.28,33.29,19.15,17.85,17.16,0.13,0.22,0.61,49.5,60.25,66.36,0.3311,0.0,0.0,301988
PER,Peru,PASCO,2014,10,0,0.0,89.8162,36.38,19.8,2.36,61.69,36.19,34.63,33.28,19.0,19.15,17.85,0.66,0.13,0.22,53.76,49.5,60.25,0.3311,0.3311,0.0,301988
PER,Peru,PASCO,2014,11,10,3.3114,89.8162,32.23,18.88,1.77,78.94,36.38,36.19,34.63,19.8,19.0,19.15,2.36,0.66,0.13,61.69,53.76,49.5,0.0,0.3311,0.3311,301988
PER,Peru,PASCO,2014,12,3,0.9934,89.8162,30.93,18.86,2.25,79.05,32.23,36.38,36.19,18.88,19.8,19.0,1.77,2.36,0.66,78.94,61.69,53.76,3.3114,0.0,0.3311,301988
PER,Peru,PASCO,2015,1,4,1.3151,90.4147,33.1,19.47,1.1,74.24,30.93,32.23,36.38,18.86,18.88,19.8,2.25,1.77,2.36,79.05,78.94,61.69,0.9934,3.3114,0.0,304158
PER,Peru,PASCO,2015,2,2,0.6576,90.4147,32.49,18.32,2.59,79.91,33.1,30.93,32.23,19.47,18.86,18.88,1.1,2.25,1.77,74.24,79.05,78.94,1.3151,0.9934,3.3114,304158
PER,Peru,PASCO,2015,3,5,1.6439,90.4147,33.11,18.45,1.42,76.79,32.49,33.1,30.93,18.32,19.47,18.86,2.59,1.1,2.25,79.91,74.24,79.05,0.6576,1.3151,0.9934,304158
PER,Peru,PASCO,2015,4,0,0.0,90.4147,33.9,18.39,0.51,71.84,33.11,32.49,33.1,18.45,18.32,19.47,1.42,2.59,1.1,76.79,79.91,74.24,1.6439,0.6576,1.3151,304158
PER,Peru,PASCO,2015,5,3,0.9863,90.4147,32.43,17.82,1.29,75.71,33.9,33.11,32.49,18.39,18.45,18.32,0.51,1.42,2.59,71.84,76.79,79.91,0.0,1.6439,0.6576,304158
PER,Peru,PASCO,2015,6,0,0.0,90.4147,33.05,17.42,0.47,67.72,32.43,33.9,33.11,17.82,18.39,18.45,1.29,0.51,1.42,75.71,71.84,76.79,0.9863,0.0,1.6439,304158
PER,Peru,PASCO,2015,7,0,0.0,90.4147,34.22,17.55,0.88,67.14,33.05,32.43,33.9,17.42,17.82,18.39,0.47,1.29,0.51,67.72,75.71,71.84,0.0,0.9863,0.0,304158
PER,Peru,PASCO,2015,8,7,2.3014,90.4147,35.11,19.7,0.29,55.5,34.22,33.05,32.43,17.55,17.42,17.82,0.88,0.47,1.29,67.14,67.72,75.71,0.0,0.0,0.9863,304158
PER,Peru,PASCO,2015,9,0,0.0,90.4147,35.54,20.86,1.02,57.45,35.11,34.22,33.05,19.7,17.55,17.42,0.29,0.88,0.47,55.5,67.14,67.72,2.3014,0.0,0.0,304158
PER,Peru,PASCO,2015,10,2,0.6576,90.4147,36.94,19.58,0.6,54.49,35.54,35.11,34.22,20.86,19.7,17.55,1.02,0.29,0.88,57.45,55.5,67.14,0.0,2.3014,0.0,304158
PER,Peru,PASCO,2015,11,2,0.6576,90.4147,33.95,19.83,1.87,72.23,36.94,35.54,35.11,19.58,20.86,19.7,0.6,1.02,0.29,54.49,57.45,55.5,0.6576,0.0,2.3014,304158
PER,Peru,PASCO,2015,12,7,2.3014,90.4147,34.2,19.31,3.05,74.64,33.95,36.94,35.54,19.83,19.58,20.86,1.87,0.6,1.02,72.23,54.49,57.45,0.6576,0.6576,0.0,304158
PER,Peru,PASCO,2016,1,12,4.4338,91.0089,35.97,18.6,4.93,77.29,34.2,33.95,36.94,19.31,19.83,19.58,3.05,1.87,0.6,74.64,72.23,54.49,2.3014,0.6576,0.6576,270648
