iso_a0,pais,adm_1_name,ano,mes,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio
ARG,Argentina,CHACO,2014,3,37.13,8.74,6.55,69.27
ARG,Argentina,CHACO,2014,4,33.61,7.04,3.94,82.45
ARG,Argentina,CHACO,2014,5,30.53,3.42,1.64,84.37
ARG,Argentina,CHACO,2014,6,29.21,4.29,1.14,76.46
ARG,Argentina,CHACO,2014,7,31.57,1.27,0.87,73.96
ARG,Argentina,CHACO,2014,8,36.24,3.18,0.0,58.95
ARG,Argentina,CHACO,2014,9,39.2,10.62,0.98,60.98
ARG,Argentina,CHACO,2014,10,45.4,15.09,1.63,50.99
ARG,Argentina,CHACO,2014,11,38.15,11.89,6.08,64.88
ARG,Argentina,CHACO,2014,12,41.14,14.37,3.15,56.03
ARG,Argentina,CHACO,2015,1,42.17,15.11,5.51,63.41
ARG,Argentina,CHACO,2015,2,39.76,14.63,3.72,64.52
ARG,Argentina,CHACO,2015,3,38.22,14.96,2.26,60.19
ARG,Argentina,CHACO,2015,4,34.41,13.05,4.54,75.02
ARG,Argentina,CHACO,2015,5,32.39,7.31,4.6,82.09
ARG,Argentina,CHACO,2015,6,29.07,1.16,1.49,82.58
ARG,Argentina,CHACO,2015,7,33.16,2.5,0.11,75.62
ARG,Argentina,CHACO,2015,8,38.11,7.84,2.19,68.8
ARG,Argentina,CHACO,2015,9,41.06,5.53,0.03,55.2
ARG,Argentina,CHACO,2015,10,40.17,9.57,2.68,58.16
ARG,Argentina,CHACO,2015,11,40.65,11.98,5.76,68.48
ARG,Argentina,CHACO,2015,12,39.87,16.71,5.06,68.56
ARG,Argentina,CHACO,2016,1,41.52,18.14,4.84,65.68
ARG,Argentina,CHACO,2016,2,40.73,18.12,3.96,71.13
ARG,Argentina,CHACO,2016,3,36.76,12.84,5.36,74.62
ARG,Argentina,CHACO,2016,4,36.47,4.1,6.41,81.18
ARG,Argentina,CHACO,2016,5,26.29,6.2,0.19,81.36
ARG,Argentina,CHACO,2016,6,26.45,2.0,2.3,75.31
ARG,Argentina,CHACO,2016,7,31.07,2.97,0.48,76.87
ARG,Argentina,CHACO,2016,8,36.68,4.5,1.56,63.29
ARG,Argentina,CHACO,2016,9,38.72,3.71,0.62,55.64
ARG,Argentina,CHACO,2016,10,40.65,8.38,4.47,63.72
ARG,Argentina,CHACO,2016,11,39.29,9.45,4.53,64.88
ARG,Argentina,CHACO,2016,12,38.82,12.81,6.12,71.71
ARG,Argentina,CHACO,2017,1,40.16,15.14,2.94,58.71
ARG,Argentina,CHACO,2017,2,37.93,16.76,6.33,64.68
ARG,Argentina,CHACO,2017,3,38.19,11.8,5.47,77.52
ARG,Argentina,CHACO,2017,4,32.23,7.5,5.94,81.79
ARG,Argentina,CHACO,2017,5,28.82,6.98,2.99,88.51
ARG,Argentina,CHACO,2017,6,29.16,1.57,0.51,81.27
ARG,Argentina,CHACO,2017,7,31.76,-0.39,0.21,66.4
ARG,Argentina,CHACO,2017,8,38.66,5.7,0.76,61.81
ARG,Argentina,CHACO,2017,9,39.65,10.42,0.52,59.22
ARG,Argentina,CHACO,2017,10,43.4,10.35,2.04,55.39
ARG,Argentina,CHACO,2017,11,41.97,14.43,1.36,49.2
ARG,Argentina,CHACO,2017,12,44.37,19.37,1.65,47.59
ARG,Argentina,CHACO,2018,1,41.75,19.73,7.41,63.9
ARG,Argentina,CHACO,2018,2,37.79,15.76,1.06,63.32
ARG,Argentina,CHACO,2018,3,37.67,10.03,3.24,66.09
ARG,Argentina,CHACO,2018,4,37.77,15.32,0.75,56.89
ARG,Argentina,CHACO,2018,5,37.68,6.11,5.6,76.38
ARG,Argentina,CHACO,2018,6,30.47,0.68,0.11,72.6
ARG,Argentina,CHACO,2018,7,33.03,2.87,0.47,67.68
ARG,Argentina,CHACO,2018,8,37.34,2.79,0.64,55.63
ARG,Argentina,CHACO,2018,9,42.15,7.81,1.91,60.93
ARG,Argentina,CHACO,2018,10,42.09,13.2,2.53,59.92
ARG,Argentina,CHACO,2018,11,38.88,12.42,4.78,65.33
ARG,Argentina,CHACO,2018,12,42.21,13.03,2.95,57.53
ARG,Argentina,CHACO,2019,1,39.64,16.29,9.33,75.76
ARG,Argentina,CHACO,2019,2,40.0,14.04,4.54,67.78
ARG,Argentina,CHACO,2019,3,38.07,13.84,6.89,76.13
ARG,Argentina,CHACO,2019,4,31.42,10.47,10.25,85.98
ARG,Argentina,CHACO,2019,5,29.45,7.41,4.54,89.85
ARG,Argentina,CHACO,2019,6,28.45,2.91,0.1,87.45
ARG,Argentina,CHACO,2019,7,28.54,0.38,1.07,83.65
ARG,Argentina,CHACO,2019,8,34.4,1.51,0.25,72.91
ARG,Argentina,CHACO,2019,9,39.59,6.93,0.47,58.67
ARG,Argentina,CHACO,2019,10,43.18,11.22,2.67,59.48
ARG,Argentina,CHACO,2019,11,41.91,16.11,5.5,62.41
ARG,Argentina,CHACO,2019,12,40.09,14.34,1.97,53.2
ARG,Argentina,CHACO,2020,1,41.58,17.68,5.29,61.16
ARG,Argentina,CHACO,2020,2,39.63,12.6,1.72,59.06
ARG,Argentina,CHACO,2020,3,43.03,15.49,4.28,52.81
ARG,Argentina,CHACO,2020,4,36.29,10.12,2.77,62.0
ARG,Argentina,CHACO,2020,5,31.28,5.38,0.9,60.49
ARG,Argentina,CHACO,2020,6,33.4,2.56,1.28,61.63
ARG,Argentina,CHACO,2020,7,34.02,1.08,0.4,60.66
ARG,Argentina,CHACO,2020,8,37.72,1.55,0.02,46.89
ARG,Argentina,CHACO,2020,9,42.81,6.77,0.12,43.9
ARG,Argentina,CHACO,2020,10,43.52,13.44,1.52,40.12
ARG,Argentina,CHACO,2020,11,43.57,14.82,5.25,51.13
ARG,Argentina,CHACO,2020,12,40.85,15.21,3.5,57.7
ARG,Argentina,CHACO,2021,1,40.54,16.02,3.06,58.41
ARG,Argentina,CHACO,2021,2,42.4,18.13,1.15,53.85
ARG,Argentina,CHACO,2021,3,40.14,13.84,5.04,57.55
ARG,Argentina,CHACO,2021,4,33.23,8.22,5.25,79.73
ARG,Argentina,CHACO,2021,5,31.18,4.62,0.94,73.7
ARG,Argentina,CHACO,2021,6,32.97,0.12,1.25,71.79
ARG,Argentina,CHACO,2021,7,33.37,-0.09,0.15,57.43
ARG,Argentina,CHACO,2021,8,38.39,3.8,0.04,52.53
ARG,Argentina,CHACO,2021,9,40.99,9.22,1.41,49.52
ARG,Argentina,CHACO,2021,10,41.79,11.01,1.91,50.64
ARG,Argentina,CHACO,2021,11,39.5,13.51,6.28,59.23
ARG,Argentina,CHACO,2021,12,42.26,16.33,2.73,47.96
ARG,Argentina,CHACO,2022,1,44.82,18.53,1.89,39.13
ARG,Argentina,CHACO,2022,2,42.53,15.2,2.98,45.52
ARG,Argentina,CHACO,2022,3,40.41,7.23,6.09,63.52
ARG,Argentina,CHACO,2022,4,34.29,7.51,4.39,79.41
ARG,Argentina,CHACO,2022,5,32.15,3.38,0.74,75.25
ARG,Argentina,CHACO,2022,6,27.36,2.73,0.85,72.54
ARG,Argentina,CHACO,2022,7,36.47,2.87,0.35,59.88
ARG,Argentina,CHACO,2022,8,37.71,2.25,0.16,52.58
ARG,Argentina,CHACO,2022,9,38.27,6.89,0.07,42.02
ARG,Argentina,CHACO,2022,10,40.07,8.68,1.95,47.49
ARG,Argentina,CHACO,2022,11,40.09,8.21,2.61,45.81
ARG,Argentina,CHACO,2022,12,44.69,17.96,4.45,47.03
ARG,Argentina,CORDOBA,2010,1,39.03,10.64,1.71,56.1
ARG,Argentina,CORDOBA,2010,2,40.01,10.76,5.54,71.52
ARG,Argentina,CORDOBA,2010,3,31.4,9.29,6.06,77.68
ARG,Argentina,CORDOBA,2010,4,32.05,2.73,1.73,75.57
ARG,Argentina,CORDOBA,2010,5,27.56,0.04,0.97,71.72
ARG,Argentina,CORDOBA,2010,6,23.71,0.87,0.1,69.15
ARG,Argentina,CORDOBA,2010,7,26.03,-3.83,0.01,61.11
ARG,Argentina,CORDOBA,2010,8,33.59,-4.86,0.05,60.8
ARG,Argentina,CORDOBA,2010,9,33.64,0.93,1.86,56.4
ARG,Argentina,CORDOBA,2010,10,32.46,1.0,1.69,56.85
ARG,Argentina,CORDOBA,2010,11,37.49,6.25,2.5,52.91
ARG,Argentina,CORDOBA,2010,12,37.57,7.24,2.08,48.67
ARG,Argentina,CORDOBA,2011,1,36.15,11.82,3.88,58.44
ARG,Argentina,CORDOBA,2011,2,33.43,11.9,4.64,71.67
ARG,Argentina,CORDOBA,2011,3,32.14,5.59,1.64,65.59
ARG,Argentina,CORDOBA,2011,4,33.54,5.09,0.86,60.46
ARG,Argentina,CORDOBA,2011,5,28.37,0.15,0.13,71.01
ARG,Argentina,CORDOBA,2011,6,25.45,-2.96,0.67,67.6
ARG,Argentina,CORDOBA,2011,7,27.24,-4.29,0.05,60.27
ARG,Argentina,CORDOBA,2011,8,30.55,-3.85,0.25,55.41
ARG,Argentina,CORDOBA,2011,9,36.55,3.69,0.2,38.57
ARG,Argentina,CORDOBA,2011,10,32.53,6.84,3.57,59.86
ARG,Argentina,CORDOBA,2011,11,36.47,7.81,4.12,59.53
ARG,Argentina,CORDOBA,2011,12,39.99,8.7,1.48,50.77
ARG,Argentina,CORDOBA,2012,1,38.68,10.37,3.81,52.66
ARG,Argentina,CORDOBA,2012,2,35.14,11.4,4.34,67.01
ARG,Argentina,CORDOBA,2012,3,34.65,4.65,1.25,65.61
ARG,Argentina,CORDOBA,2012,4,33.27,3.07,1.6,69.71
ARG,Argentina,CORDOBA,2012,5,29.4,4.51,0.29,69.84
ARG,Argentina,CORDOBA,2012,6,29.28,-3.51,0.0,59.61
ARG,Argentina,CORDOBA,2012,7,29.6,-3.62,0.0,49.74
ARG,Argentina,CORDOBA,2012,8,31.08,-2.56,0.84,61.33
ARG,Argentina,CORDOBA,2012,9,36.11,-0.37,2.38,62.72
ARG,Argentina,CORDOBA,2012,10,33.78,3.47,4.21,69.47
ARG,Argentina,CORDOBA,2012,11,35.58,7.72,2.21,59.83
ARG,Argentina,CORDOBA,2012,12,39.44,10.01,2.94,56.75
ARG,Argentina,CORDOBA,2013,1,37.79,8.67,3.08,57.9
ARG,Argentina,CORDOBA,2013,2,36.66,9.63,2.98,64.11
ARG,Argentina,CORDOBA,2013,3,35.06,6.87,3.0,66.95
ARG,Argentina,CORDOBA,2013,4,28.93,5.23,1.64,66.84
ARG,Argentina,CORDOBA,2013,5,30.38,2.32,1.36,64.64
ARG,Argentina,CORDOBA,2013,6,27.07,-1.28,0.06,64.28
ARG,Argentina,CORDOBA,2013,7,27.04,-4.46,0.3,62.34
ARG,Argentina,CORDOBA,2013,8,31.64,-2.82,0.37,47.14
ARG,Argentina,CORDOBA,2013,9,37.36,-0.75,0.1,45.96
ARG,Argentina,CORDOBA,2013,10,33.14,4.3,2.94,52.12
ARG,Argentina,CORDOBA,2013,11,36.45,9.03,6.13,61.7
ARG,Argentina,CORDOBA,2013,12,39.86,12.64,3.15,57.14
ARG,Argentina,CORDOBA,2014,1,40.43,8.56,1.8,56.16
ARG,Argentina,CORDOBA,2014,2,36.65,6.69,8.32,80.25
ARG,Argentina,CORDOBA,2014,3,29.72,7.13,3.23,76.53
ARG,Argentina,CORDOBA,2014,4,29.33,0.28,5.07,78.64
ARG,Argentina,CORDOBA,2014,5,25.42,1.82,1.06,84.12
ARG,Argentina,CORDOBA,2014,6,25.11,0.31,0.16,76.18
ARG,Argentina,CORDOBA,2014,7,26.8,-1.47,0.09,67.12
ARG,Argentina,CORDOBA,2014,8,33.37,-0.77,0.01,54.92
ARG,Argentina,CORDOBA,2014,9,32.58,2.35,0.9,59.03
ARG,Argentina,CORDOBA,2014,10,39.38,3.79,2.91,57.36
ARG,Argentina,CORDOBA,2014,11,34.68,5.26,4.61,56.81
ARG,Argentina,CORDOBA,2014,12,38.02,6.98,2.84,62.18
ARG,Argentina,CORDOBA,2015,1,35.73,9.05,8.97,71.69
ARG,Argentina,CORDOBA,2015,2,32.82,9.34,11.45,80.6
ARG,Argentina,CORDOBA,2015,3,30.52,8.09,2.91,82.5
ARG,Argentina,CORDOBA,2015,4,29.46,6.68,1.52,79.69
ARG,Argentina,CORDOBA,2015,5,26.48,4.08,0.31,78.8
ARG,Argentina,CORDOBA,2015,6,31.11,-2.21,0.04,69.82
ARG,Argentina,CORDOBA,2015,7,28.89,-0.67,1.09,64.95
ARG,Argentina,CORDOBA,2015,8,36.96,1.64,0.63,67.1
ARG,Argentina,CORDOBA,2015,9,31.1,0.97,0.57,58.29
ARG,Argentina,CORDOBA,2015,10,32.23,3.49,0.87,61.46
ARG,Argentina,CORDOBA,2015,11,33.11,5.72,4.19,65.38
ARG,Argentina,CORDOBA,2015,12,35.87,10.21,2.99,64.5
ARG,Argentina,CORDOBA,2016,1,38.15,13.42,5.65,67.67
ARG,Argentina,CORDOBA,2016,2,33.88,10.41,7.22,76.24
ARG,Argentina,CORDOBA,2016,3,31.59,7.46,2.72,77.93
ARG,Argentina,CORDOBA,2016,4,31.22,-0.99,4.58,83.31
ARG,Argentina,CORDOBA,2016,5,20.35,3.47,0.36,86.38
ARG,Argentina,CORDOBA,2016,6,18.88,0.32,1.93,79.38
ARG,Argentina,CORDOBA,2016,7,22.61,-1.72,0.06,78.28
ARG,Argentina,CORDOBA,2016,8,30.66,1.63,0.13,61.11
ARG,Argentina,CORDOBA,2016,9,33.21,-2.76,0.02,53.46
ARG,Argentina,CORDOBA,2016,10,31.32,4.99,3.07,62.86
ARG,Argentina,CORDOBA,2016,11,36.71,5.01,2.19,53.89
ARG,Argentina,CORDOBA,2016,12,38.78,10.58,4.07,54.73
ARG,Argentina,CORDOBA,2017,1,40.8,11.59,2.48,58.03
ARG,Argentina,CORDOBA,2017,2,36.08,11.36,4.94,68.54
ARG,Argentina,CORDOBA,2017,3,36.41,7.76,1.82,67.76
ARG,Argentina,CORDOBA,2017,4,31.29,4.97,1.73,73.37
ARG,Argentina,CORDOBA,2017,5,30.55,2.93,1.18,76.65
ARG,Argentina,CORDOBA,2017,6,26.37,-2.06,1.52,69.71
ARG,Argentina,CORDOBA,2017,7,27.99,-3.94,0.1,69.3
ARG,Argentina,CORDOBA,2017,8,29.9,2.64,0.08,60.78
ARG,Argentina,CORDOBA,2017,9,32.1,2.72,3.63,62.99
ARG,Argentina,CORDOBA,2017,10,36.52,4.42,1.73,54.07
ARG,Argentina,CORDOBA,2017,11,37.21,8.15,2.36,49.2
ARG,Argentina,CORDOBA,2017,12,40.42,10.83,3.57,57.61
ARG,Argentina,CORDOBA,2018,1,37.06,12.74,2.84,58.21
ARG,Argentina,CORDOBA,2018,2,36.98,8.36,2.38,56.06
ARG,Argentina,CORDOBA,2018,3,38.3,5.43,0.47,50.1
ARG,Argentina,CORDOBA,2018,4,36.9,8.23,0.91,67.02
ARG,Argentina,CORDOBA,2018,5,30.82,3.79,3.38,76.94
ARG,Argentina,CORDOBA,2018,6,25.64,-2.7,0.06,65.87
ARG,Argentina,CORDOBA,2018,7,31.74,-2.06,0.02,65.68
ARG,Argentina,CORDOBA,2018,8,32.2,-2.02,0.04,48.07
ARG,Argentina,CORDOBA,2018,9,38.53,-0.12,0.86,58.84
ARG,Argentina,CORDOBA,2018,10,36.43,3.98,1.84,55.22
ARG,Argentina,CORDOBA,2018,11,35.23,8.35,6.32,65.36
ARG,Argentina,CORDOBA,2018,12,36.06,8.17,2.79,63.01
ARG,Argentina,CORDOBA,2019,1,38.15,8.87,6.6,74.37
ARG,Argentina,CORDOBA,2019,2,38.14,8.56,2.02,69.47
ARG,Argentina,CORDOBA,2019,3,35.39,7.06,4.54,76.02
ARG,Argentina,CORDOBA,2019,4,31.32,5.55,2.31,75.26
ARG,Argentina,CORDOBA,2019,5,28.69,1.4,0.68,77.53
ARG,Argentina,CORDOBA,2019,6,25.51,0.26,0.19,70.71
ARG,Argentina,CORDOBA,2019,7,30.09,-0.19,0.06,68.79
ARG,Argentina,CORDOBA,2019,8,32.1,-1.79,0.0,57.43
ARG,Argentina,CORDOBA,2019,9,34.91,-0.93,0.21,47.42
ARG,Argentina,CORDOBA,2019,10,38.41,4.83,1.97,56.94
ARG,Argentina,CORDOBA,2019,11,36.8,9.95,3.97,59.57
ARG,Argentina,CORDOBA,2019,12,38.58,9.88,5.45,55.18
ARG,Argentina,CORDOBA,2020,1,38.58,11.45,1.92,64.27
ARG,Argentina,CORDOBA,2020,2,35.38,9.59,7.13,68.71
ARG,Argentina,CORDOBA,2020,3,37.03,11.01,2.79,67.67
ARG,Argentina,CORDOBA,2020,4,32.69,6.41,0.85,65.3
ARG,Argentina,CORDOBA,2020,5,30.37,-0.55,0.0,57.66
ARG,Argentina,CORDOBA,2020,6,26.9,0.05,0.01,61.7
ARG,Argentina,CORDOBA,2020,7,29.49,-1.02,0.01,56.32
ARG,Argentina,CORDOBA,2020,8,32.75,-3.47,0.0,39.63
ARG,Argentina,CORDOBA,2020,9,36.97,2.17,0.23,43.27
ARG,Argentina,CORDOBA,2020,10,37.9,3.38,1.01,46.48
ARG,Argentina,CORDOBA,2020,11,39.57,7.47,1.84,53.6
ARG,Argentina,CORDOBA,2020,12,37.37,8.46,3.45,49.67
ARG,Argentina,CORDOBA,2021,1,35.36,10.32,5.73,64.27
ARG,Argentina,CORDOBA,2021,2,34.21,11.14,2.59,68.99
ARG,Argentina,CORDOBA,2021,3,33.52,7.18,3.59,70.58
ARG,Argentina,CORDOBA,2021,4,29.76,7.4,1.48,77.41
ARG,Argentina,CORDOBA,2021,5,28.5,2.74,1.0,69.45
ARG,Argentina,CORDOBA,2021,6,27.33,-4.41,0.46,73.39
ARG,Argentina,CORDOBA,2021,7,28.11,-1.74,0.04,58.64
ARG,Argentina,CORDOBA,2021,8,31.11,-1.33,0.0,50.67
ARG,Argentina,CORDOBA,2021,9,32.4,2.87,0.64,55.07
ARG,Argentina,CORDOBA,2021,10,37.38,3.99,2.14,43.51
ARG,Argentina,CORDOBA,2021,11,37.15,5.8,4.67,58.83
ARG,Argentina,CORDOBA,2021,12,36.91,13.04,2.22,59.24
ARG,Argentina,CORDOBA,2022,1,39.89,11.86,4.54,56.34
ARG,Argentina,CORDOBA,2022,2,36.82,8.55,2.68,60.29
ARG,Argentina,CORDOBA,2022,3,33.55,5.35,2.51,61.64
ARG,Argentina,CORDOBA,2022,4,31.43,3.23,0.44,62.25
ARG,Argentina,CORDOBA,2022,5,26.29,-0.14,0.46,66.03
ARG,Argentina,CORDOBA,2022,6,24.42,-2.02,0.17,64.56
ARG,Argentina,CORDOBA,2022,7,28.23,-0.42,0.04,55.74
ARG,Argentina,CORDOBA,2022,8,29.89,-0.03,0.56,52.9
ARG,Argentina,CORDOBA,2022,9,31.61,1.95,0.61,40.27
ARG,Argentina,CORDOBA,2022,10,36.2,2.28,0.89,46.44
ARG,Argentina,CORDOBA,2022,11,37.89,2.27,2.04,45.33
ARG,Argentina,CORDOBA,2022,12,41.61,10.68,2.5,47.24
ARG,Argentina,CORRIENTES,2010,1,34.92,13.46,6.44,80.85
ARG,Argentina,CORRIENTES,2010,2,35.44,11.73,6.84,83.05
ARG,Argentina,CORRIENTES,2010,3,33.32,13.64,4.47,80.87
ARG,Argentina,CORRIENTES,2010,4,32.55,7.69,1.9,78.46
ARG,Argentina,CORRIENTES,2010,5,25.7,4.68,5.14,86.03
ARG,Argentina,CORRIENTES,2010,6,25.71,2.81,0.22,85.43
ARG,Argentina,CORRIENTES,2010,7,27.5,-0.91,3.1,82.82
ARG,Argentina,CORRIENTES,2010,8,28.86,0.77,1.18,81.57
ARG,Argentina,CORRIENTES,2010,9,30.47,4.5,3.46,80.66
ARG,Argentina,CORRIENTES,2010,10,34.15,6.78,1.23,67.3
ARG,Argentina,CORRIENTES,2010,11,39.4,9.35,1.11,52.54
ARG,Argentina,CORRIENTES,2010,12,38.49,10.56,4.86,59.82
ARG,Argentina,CORRIENTES,2011,1,40.11,18.41,4.09,61.74
ARG,Argentina,CORRIENTES,2011,2,36.29,14.84,5.02,74.0
ARG,Argentina,CORRIENTES,2011,3,36.97,11.64,1.7,64.81
ARG,Argentina,CORRIENTES,2011,4,32.94,7.21,2.5,68.4
ARG,Argentina,CORRIENTES,2011,5,27.43,6.12,2.74,80.61
ARG,Argentina,CORRIENTES,2011,6,29.14,-2.02,1.58,82.46
ARG,Argentina,CORRIENTES,2011,7,27.95,-1.67,1.12,77.91
ARG,Argentina,CORRIENTES,2011,8,32.23,0.56,1.2,75.92
ARG,Argentina,CORRIENTES,2011,9,39.21,3.78,2.42,62.75
ARG,Argentina,CORRIENTES,2011,10,36.82,9.64,4.72,69.97
ARG,Argentina,CORRIENTES,2011,11,39.94,10.31,3.42,61.33
ARG,Argentina,CORRIENTES,2011,12,42.49,11.01,3.41,51.46
ARG,Argentina,CORRIENTES,2012,1,41.34,16.33,1.17,48.34
ARG,Argentina,CORRIENTES,2012,2,41.6,15.47,3.89,55.54
ARG,Argentina,CORRIENTES,2012,3,40.74,7.26,1.63,58.0
ARG,Argentina,CORRIENTES,2012,4,34.65,5.14,4.51,70.7
ARG,Argentina,CORRIENTES,2012,5,29.44,4.82,1.26,75.67
ARG,Argentina,CORRIENTES,2012,6,30.73,-3.63,1.06,76.94
ARG,Argentina,CORRIENTES,2012,7,30.02,0.02,0.62,68.72
ARG,Argentina,CORRIENTES,2012,8,32.2,2.82,2.95,73.18
ARG,Argentina,CORRIENTES,2012,9,35.77,3.12,2.38,68.88
ARG,Argentina,CORRIENTES,2012,10,33.63,9.93,7.16,79.4
ARG,Argentina,CORRIENTES,2012,11,38.91,13.44,1.31,65.06
ARG,Argentina,CORRIENTES,2012,12,39.61,14.5,10.09,71.49
ARG,Argentina,CORRIENTES,2013,1,39.61,11.01,4.5,71.42
ARG,Argentina,CORRIENTES,2013,2,40.52,11.59,4.67,66.35
ARG,Argentina,CORRIENTES,2013,3,36.15,11.7,5.21,78.19
ARG,Argentina,CORRIENTES,2013,4,30.66,8.58,3.52,79.05
ARG,Argentina,CORRIENTES,2013,5,29.43,1.7,3.16,84.12
ARG,Argentina,CORRIENTES,2013,6,25.13,4.16,1.11,84.13
ARG,Argentina,CORRIENTES,2013,7,28.23,-2.75,2.46,81.49
ARG,Argentina,CORRIENTES,2013,8,32.74,-1.98,0.39,71.46
ARG,Argentina,CORRIENTES,2013,9,37.29,3.4,1.52,66.9
ARG,Argentina,CORRIENTES,2013,10,37.25,5.97,2.64,63.54
ARG,Argentina,CORRIENTES,2013,11,34.43,10.82,7.08,71.78
ARG,Argentina,CORRIENTES,2013,12,41.69,16.03,1.87,55.77
ARG,Argentina,CORRIENTES,2014,1,40.29,17.02,6.04,61.87
ARG,Argentina,CORRIENTES,2014,2,40.2,12.07,7.0,70.64
ARG,Argentina,CORRIENTES,2014,3,34.91,7.42,6.2,78.02
ARG,Argentina,CORRIENTES,2014,4,31.58,6.13,3.42,83.67
ARG,Argentina,CORRIENTES,2014,5,27.57,2.71,3.3,87.27
ARG,Argentina,CORRIENTES,2014,6,25.74,2.46,1.52,85.33
ARG,Argentina,CORRIENTES,2014,7,26.34,1.3,2.34,84.78
ARG,Argentina,CORRIENTES,2014,8,31.91,0.37,0.52,78.6
ARG,Argentina,CORRIENTES,2014,9,31.5,7.92,5.57,81.92
ARG,Argentina,CORRIENTES,2014,10,38.61,11.4,3.51,77.35
ARG,Argentina,CORRIENTES,2014,11,35.5,10.32,4.11,68.65
ARG,Argentina,CORRIENTES,2014,12,38.03,11.78,10.37,74.88
ARG,Argentina,CORRIENTES,2015,1,34.59,15.05,7.01,81.43
ARG,Argentina,CORRIENTES,2015,2,35.76,14.38,5.85,79.23
ARG,Argentina,CORRIENTES,2015,3,35.44,11.42,2.45,76.49
ARG,Argentina,CORRIENTES,2015,4,31.31,10.29,1.4,72.51
ARG,Argentina,CORRIENTES,2015,5,29.7,4.72,3.67,82.1
ARG,Argentina,CORRIENTES,2015,6,28.73,-0.58,2.19,82.41
ARG,Argentina,CORRIENTES,2015,7,28.13,2.32,0.93,83.86
ARG,Argentina,CORRIENTES,2015,8,32.98,6.79,5.41,82.62
ARG,Argentina,CORRIENTES,2015,9,33.83,2.64,1.18,74.32
ARG,Argentina,CORRIENTES,2015,10,32.7,6.91,7.75,79.51
ARG,Argentina,CORRIENTES,2015,11,34.12,10.02,10.74,79.98
ARG,Argentina,CORRIENTES,2015,12,33.17,11.5,10.55,82.19
ARG,Argentina,CORRIENTES,2016,1,37.68,15.31,3.6,77.59
ARG,Argentina,CORRIENTES,2016,2,36.48,12.93,3.98,78.45
ARG,Argentina,CORRIENTES,2016,3,35.69,13.3,3.13,76.11
ARG,Argentina,CORRIENTES,2016,4,33.55,3.43,12.4,87.81
ARG,Argentina,CORRIENTES,2016,5,22.84,4.37,1.6,88.12
ARG,Argentina,CORRIENTES,2016,6,25.58,0.34,4.15,85.8
ARG,Argentina,CORRIENTES,2016,7,26.38,0.7,1.75,87.91
ARG,Argentina,CORRIENTES,2016,8,31.55,2.47,2.31,81.61
ARG,Argentina,CORRIENTES,2016,9,32.23,3.42,0.56,74.58
ARG,Argentina,CORRIENTES,2016,10,33.5,6.98,8.03,78.17
ARG,Argentina,CORRIENTES,2016,11,35.2,7.57,3.58,72.24
ARG,Argentina,CORRIENTES,2016,12,38.2,10.64,4.33,70.33
ARG,Argentina,CORRIENTES,2017,1,38.86,14.68,3.45,68.57
ARG,Argentina,CORRIENTES,2017,2,37.38,14.39,6.43,73.2
ARG,Argentina,CORRIENTES,2017,3,35.23,9.78,4.42,78.3
ARG,Argentina,CORRIENTES,2017,4,31.4,5.34,9.83,81.8
ARG,Argentina,CORRIENTES,2017,5,27.58,7.84,7.88,90.19
ARG,Argentina,CORRIENTES,2017,6,25.95,0.29,1.56,89.34
ARG,Argentina,CORRIENTES,2017,7,26.22,-1.08,1.24,86.12
ARG,Argentina,CORRIENTES,2017,8,30.57,3.05,3.67,84.64
ARG,Argentina,CORRIENTES,2017,9,32.43,8.71,3.77,85.35
ARG,Argentina,CORRIENTES,2017,10,35.41,8.04,2.81,78.61
ARG,Argentina,CORRIENTES,2017,11,36.04,9.05,3.27,66.83
ARG,Argentina,CORRIENTES,2017,12,41.84,15.95,1.97,56.76
ARG,Argentina,CORRIENTES,2018,1,38.6,16.05,5.03,65.23
ARG,Argentina,CORRIENTES,2018,2,37.84,12.66,1.21,62.31
ARG,Argentina,CORRIENTES,2018,3,37.67,8.51,5.88,66.69
ARG,Argentina,CORRIENTES,2018,4,35.41,15.4,2.85,73.5
ARG,Argentina,CORRIENTES,2018,5,31.56,4.0,6.27,85.65
ARG,Argentina,CORRIENTES,2018,6,25.55,-0.01,1.09,83.97
ARG,Argentina,CORRIENTES,2018,7,28.57,1.66,1.78,84.1
ARG,Argentina,CORRIENTES,2018,8,32.4,1.46,1.27,76.53
ARG,Argentina,CORRIENTES,2018,9,39.47,7.52,3.41,77.4
ARG,Argentina,CORRIENTES,2018,10,34.93,9.13,2.38,70.62
ARG,Argentina,CORRIENTES,2018,11,37.46,10.49,7.14,71.56
ARG,Argentina,CORRIENTES,2018,12,38.47,9.99,6.77,71.95
ARG,Argentina,CORRIENTES,2019,1,34.53,15.92,17.4,84.75
ARG,Argentina,CORRIENTES,2019,2,35.12,10.16,3.43,77.68
ARG,Argentina,CORRIENTES,2019,3,33.64,11.3,3.24,79.14
ARG,Argentina,CORRIENTES,2019,4,31.58,11.42,6.15,82.26
ARG,Argentina,CORRIENTES,2019,5,28.55,5.95,5.0,89.87
ARG,Argentina,CORRIENTES,2019,6,26.69,1.97,0.62,88.52
ARG,Argentina,CORRIENTES,2019,7,26.92,-2.61,2.22,84.89
ARG,Argentina,CORRIENTES,2019,8,30.62,0.92,1.14,81.3
