iso_a0,pais,adm_1_name,ano,mes,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio
PER,Peru,LORETO,2012,1,29.83,22.09,7.4,92.15
PER,Peru,LORETO,2012,2,29.73,21.19,8.58,91.57
PER,Peru,LORETO,2012,3,29.95,21.75,6.65,91.42
PER,Peru,LORETO,2012,4,30.11,21.63,11.66,92.36
PER,Peru,LORETO,2012,5,29.41,21.38,2.93,89.98
PER,Peru,LORETO,2012,6,29.05,19.97,3.98,90.58
PER,Peru,LORETO,2012,7,31.49,18.06,2.08,86.4
PER,Peru,LORETO,2012,8,33.66,20.17,2.01,79.59
PER,Peru,LORETO,2012,9,35.91,21.11,3.69,75.72
PER,Peru,LORETO,2012,10,35.38,22.05,6.85,85.14
PER,Peru,LORETO,2012,11,33.7,21.59,5.15,83.41
PER,Peru,LORETO,2012,12,30.29,22.45,5.96,91.05
PER,Peru,LORETO,2013,1,31.26,21.5,5.58,89.51
PER,Peru,LORETO,2013,2,30.37,21.67,6.43,90.6
PER,Peru,LORETO,2013,3,30.36,22.27,10.77,91.92
PER,Peru,LORETO,2013,4,30.01,18.17,3.02,90.06
PER,Peru,LORETO,2013,5,29.27,22.04,4.23,91.82
PER,Peru,LORETO,2013,6,29.4,21.23,5.86,90.28
PER,Peru,LORETO,2013,7,30.67,18.0,2.06,86.78
PER,Peru,LORETO,2013,8,32.68,18.22,3.41,83.42
PER,Peru,LORETO,2013,9,36.23,21.69,2.05,74.9
PER,Peru,LORETO,2013,10,36.18,22.55,7.11,80.61
PER,Peru,LORETO,2013,11,29.58,22.17,8.52,92.55
PER,Peru,LORETO,2013,12,30.88,21.62,3.82,91.4
PER,Peru,LORETO,2014,1,30.28,22.01,5.12,91.06
PER,Peru,LORETO,2014,2,30.25,22.29,6.56,90.71
PER,Peru,LORETO,2014,3,29.86,22.18,9.77,91.62
PER,Peru,LORETO,2014,4,29.85,21.71,10.39,91.73
PER,Peru,LORETO,2014,5,29.98,22.15,3.06,90.94
PER,Peru,LORETO,2014,6,29.62,20.44,3.33,91.45
PER,Peru,LORETO,2014,7,30.25,20.59,2.92,88.51
PER,Peru,LORETO,2014,8,33.46,20.76,2.57,82.0
PER,Peru,LORETO,2014,9,34.5,21.4,3.69,79.76
PER,Peru,LORETO,2014,10,33.87,21.68,6.09,86.32
PER,Peru,LORETO,2014,11,31.05,22.06,9.37,91.73
PER,Peru,LORETO,2014,12,30.3,22.56,7.0,91.56
PER,Peru,LORETO,2015,1,30.22,21.89,7.75,90.68
PER,Peru,LORETO,2015,2,29.98,21.97,4.74,91.56
PER,Peru,LORETO,2015,3,30.19,21.65,7.28,92.01
PER,Peru,LORETO,2015,4,29.76,21.88,9.66,92.43
PER,Peru,LORETO,2015,5,29.5,21.61,5.59,91.3
PER,Peru,LORETO,2015,6,29.35,20.36,4.31,90.67
PER,Peru,LORETO,2015,7,29.51,20.92,3.24,88.72
PER,Peru,LORETO,2015,8,33.74,21.54,3.32,83.93
PER,Peru,LORETO,2015,9,34.7,21.54,4.13,81.15
PER,Peru,LORETO,2015,10,35.8,22.49,4.32,82.3
PER,Peru,LORETO,2015,11,36.43,22.61,4.18,78.67
PER,Peru,LORETO,2015,12,33.96,21.65,6.02,82.67
PER,Peru,LORETO,2016,1,34.47,23.01,5.32,84.35
PER,Peru,LORETO,2016,2,32.99,23.07,8.24,89.82
PER,Peru,LORETO,2016,3,31.16,23.01,6.97,91.83
PER,Peru,LORETO,2016,4,30.59,19.35,3.9,90.67
PER,Peru,LORETO,2016,5,30.43,21.3,6.32,90.47
PER,Peru,LORETO,2016,6,29.11,20.25,4.4,89.51
PER,Peru,LORETO,2016,7,32.28,20.33,2.94,84.57
PER,Peru,LORETO,2016,8,36.27,21.5,1.43,75.89
PER,Peru,LORETO,2016,9,37.56,22.13,5.52,73.89
PER,Peru,LORETO,2016,10,32.38,19.76,5.71,86.38
PER,Peru,LORETO,2016,11,34.47,22.35,4.0,85.08
PER,Peru,LORETO,2016,12,32.1,22.29,7.06,90.33
PER,Peru,LORETO,2017,1,29.99,22.02,11.45,92.16
PER,Peru,LORETO,2017,2,30.17,21.34,10.86,92.75
PER,Peru,LORETO,2017,3,29.68,22.44,8.73,91.98
PER,Peru,LORETO,2017,4,30.13,22.29,9.41,92.44
PER,Peru,LORETO,2017,5,30.02,22.36,6.48,91.56
PER,Peru,LORETO,2017,6,29.51,19.81,5.02,90.91
PER,Peru,LORETO,2017,7,30.67,18.59,0.74,86.46
PER,Peru,LORETO,2017,8,33.06,21.28,2.4,83.02
PER,Peru,LORETO,2017,9,33.32,22.38,4.37,82.5
PER,Peru,LORETO,2017,10,33.69,21.6,3.99,84.95
PER,Peru,LORETO,2017,11,32.88,22.94,7.97,90.62
PER,Peru,LORETO,2017,12,30.27,22.17,3.66,91.37
PER,Peru,LORETO,2018,1,30.55,21.36,5.34,90.69
PER,Peru,LORETO,2018,2,30.63,21.96,8.12,90.95
PER,Peru,LORETO,2018,3,30.52,22.23,6.09,91.55
PER,Peru,LORETO,2018,4,29.65,21.66,9.46,92.7
PER,Peru,LORETO,2018,5,29.43,19.07,5.07,91.49
PER,Peru,LORETO,2018,6,28.66,18.74,3.11,90.03
PER,Peru,LORETO,2018,7,30.65,19.2,3.19,87.59
PER,Peru,LORETO,2018,8,32.23,20.05,2.5,83.03
PER,Peru,LORETO,2018,9,33.94,19.94,5.1,82.02
PER,Peru,LORETO,2018,10,30.62,21.96,7.51,91.2
PER,Peru,LORETO,2018,11,30.14,21.54,10.3,92.39
PER,Peru,LORETO,2018,12,29.63,21.8,5.87,91.62
PER,Peru,LORETO,2019,1,29.88,21.3,10.36,92.46
PER,Peru,LORETO,2019,2,30.62,22.34,3.35,91.65
PER,Peru,LORETO,2019,3,29.84,22.41,6.77,92.05
PER,Peru,LORETO,2019,4,30.16,21.47,5.41,91.5
PER,Peru,LORETO,2019,5,30.52,21.31,3.83,90.88
PER,Peru,LORETO,2019,6,29.54,20.52,3.86,90.68
PER,Peru,LORETO,2019,7,29.97,18.8,5.6,88.76
PER,Peru,LORETO,2019,8,32.98,16.28,2.3,82.55
PER,Peru,LORETO,2019,9,34.13,20.73,5.46,82.47
PER,Peru,LORETO,2019,10,31.79,21.21,4.98,87.0
PER,Peru,LORETO,2019,11,32.05,22.27,7.57,90.85
PER,Peru,LORETO,2019,12,30.7,21.57,10.32,92.46
PER,Peru,LORETO,2020,1,30.65,22.41,13.86,90.83
PER,Peru,LORETO,2020,2,30.46,22.96,6.14,91.12
PER,Peru,LORETO,2020,3,31.27,22.65,7.06,91.48
PER,Peru,LORETO,2020,4,30.23,20.46,3.39,90.73
PER,Peru,LORETO,2020,5,30.16,20.93,4.31,90.96
PER,Peru,LORETO,2020,6,30.78,21.53,3.28,89.03
PER,Peru,LORETO,2020,7,33.12,20.44,2.33,84.96
PER,Peru,LORETO,2020,8,36.24,18.91,1.02,75.08
PER,Peru,LORETO,2020,9,37.22,22.05,2.32,70.76
PER,Peru,LORETO,2020,10,38.4,22.09,2.71,70.57
PER,Peru,LORETO,2020,11,36.07,23.09,3.46,78.04
PER,Peru,LORETO,2020,12,33.26,21.48,4.44,85.76
PER,Peru,LORETO,2021,1,33.33,21.71,4.19,83.79
PER,Peru,LORETO,2021,2,33.76,22.88,4.44,82.87
PER,Peru,LORETO,2021,3,31.21,21.77,8.52,90.22
PER,Peru,LORETO,2021,4,30.09,21.56,3.32,91.13
PER,Peru,LORETO,2021,5,34.12,20.87,1.61,83.35
PER,Peru,LORETO,2021,6,33.18,18.84,11.11,87.94
PER,Peru,LORETO,2021,7,33.43,17.68,0.69,81.61
PER,Peru,LORETO,2021,8,35.85,21.39,0.78,72.53
PER,Peru,LORETO,2021,9,37.86,21.78,0.75,66.5
PER,Peru,LORETO,2021,10,38.69,22.16,1.19,65.93
PER,Peru,LORETO,2021,11,36.11,22.98,1.83,73.11
PER,Peru,LORETO,2021,12,35.97,23.48,2.03,73.64
PER,Peru,LORETO,2022,1,38.02,22.37,0.76,67.95
PER,Peru,LORETO,2022,2,35.4,22.7,1.52,73.0
PER,Peru,LORETO,2022,3,35.62,22.2,6.46,83.54
PER,Peru,LORETO,2022,4,33.04,21.92,9.77,88.08
PER,Peru,LORETO,2022,5,32.72,19.86,2.61,83.6
PER,Peru,LORETO,2022,6,32.0,17.85,4.23,84.53
PER,Peru,LORETO,2022,7,34.06,22.03,0.86,77.95
PER,Peru,LORETO,2022,8,36.28,18.22,1.64,71.72
PER,Peru,LORETO,2022,9,37.98,22.36,1.2,64.86
PER,Peru,LORETO,2022,10,37.41,22.48,4.1,76.17
PER,Peru,LORETO,2022,11,36.64,18.86,4.63,76.83
PER,Peru,LORETO,2022,12,36.4,22.59,1.87,77.39
PER,Peru,MADRE DE DIOS,2010,1,29.97,21.7,8.96,91.54
PER,Peru,MADRE DE DIOS,2010,2,29.9,22.26,12.67,93.36
PER,Peru,MADRE DE DIOS,2010,3,30.51,20.51,9.65,92.39
PER,Peru,MADRE DE DIOS,2010,4,29.66,18.01,3.36,91.08
PER,Peru,MADRE DE DIOS,2010,5,29.11,13.99,0.75,89.37
PER,Peru,MADRE DE DIOS,2010,6,29.16,15.45,0.0,88.58
PER,Peru,MADRE DE DIOS,2010,7,31.46,11.32,1.55,84.92
PER,Peru,MADRE DE DIOS,2010,8,36.75,13.0,1.28,62.68
PER,Peru,MADRE DE DIOS,2010,9,38.5,18.36,1.38,60.69
PER,Peru,MADRE DE DIOS,2010,10,37.09,16.75,3.96,72.4
PER,Peru,MADRE DE DIOS,2010,11,37.14,18.27,6.0,75.5
PER,Peru,MADRE DE DIOS,2010,12,32.78,18.24,7.93,86.61
PER,Peru,MADRE DE DIOS,2011,1,28.47,20.88,8.95,90.95
PER,Peru,MADRE DE DIOS,2011,2,28.9,21.22,11.8,92.41
PER,Peru,MADRE DE DIOS,2011,3,28.47,20.86,6.67,91.68
PER,Peru,MADRE DE DIOS,2011,4,28.85,18.91,6.44,91.9
PER,Peru,MADRE DE DIOS,2011,5,28.29,14.42,4.15,89.8
PER,Peru,MADRE DE DIOS,2011,6,28.38,13.65,1.82,90.33
PER,Peru,MADRE DE DIOS,2011,7,28.68,14.49,0.65,88.67
PER,Peru,MADRE DE DIOS,2011,8,34.59,13.56,0.94,77.01
PER,Peru,MADRE DE DIOS,2011,9,36.35,17.73,2.26,67.35
PER,Peru,MADRE DE DIOS,2011,10,36.33,19.67,5.7,72.58
PER,Peru,MADRE DE DIOS,2011,11,35.4,19.45,3.96,79.56
PER,Peru,MADRE DE DIOS,2011,12,31.98,20.54,11.49,90.15
PER,Peru,MADRE DE DIOS,2012,1,28.63,20.72,7.32,91.46
PER,Peru,MADRE DE DIOS,2012,2,29.16,20.68,11.82,91.97
PER,Peru,MADRE DE DIOS,2012,3,29.28,18.12,7.72,91.39
PER,Peru,MADRE DE DIOS,2012,4,28.8,17.8,4.26,92.35
PER,Peru,MADRE DE DIOS,2012,5,28.59,16.09,2.99,91.08
PER,Peru,MADRE DE DIOS,2012,6,28.24,13.42,3.05,89.88
PER,Peru,MADRE DE DIOS,2012,7,29.27,11.11,0.32,86.85
PER,Peru,MADRE DE DIOS,2012,8,33.89,15.58,0.24,76.11
PER,Peru,MADRE DE DIOS,2012,9,38.41,16.28,4.43,67.71
PER,Peru,MADRE DE DIOS,2012,10,31.92,17.3,7.7,89.21
PER,Peru,MADRE DE DIOS,2012,11,31.79,21.83,3.37,88.24
PER,Peru,MADRE DE DIOS,2012,12,29.37,21.06,11.21,91.33
PER,Peru,MADRE DE DIOS,2013,1,29.7,20.6,5.42,91.16
PER,Peru,MADRE DE DIOS,2013,2,29.37,21.43,10.23,92.93
PER,Peru,MADRE DE DIOS,2013,3,29.36,19.63,8.99,92.73
PER,Peru,MADRE DE DIOS,2013,4,28.89,16.3,2.57,89.72
PER,Peru,MADRE DE DIOS,2013,5,28.29,17.65,2.78,91.59
PER,Peru,MADRE DE DIOS,2013,6,28.15,19.23,2.41,91.25
PER,Peru,MADRE DE DIOS,2013,7,29.2,12.49,0.92,86.31
PER,Peru,MADRE DE DIOS,2013,8,34.42,14.3,1.46,74.84
PER,Peru,MADRE DE DIOS,2013,9,36.72,15.91,2.87,66.61
PER,Peru,MADRE DE DIOS,2013,10,35.45,18.73,8.45,85.45
PER,Peru,MADRE DE DIOS,2013,11,32.18,20.43,4.99,86.63
PER,Peru,MADRE DE DIOS,2013,12,30.38,21.08,8.53,90.09
PER,Peru,MADRE DE DIOS,2014,1,29.13,21.16,19.05,93.47
PER,Peru,MADRE DE DIOS,2014,2,28.33,20.86,13.31,93.73
PER,Peru,MADRE DE DIOS,2014,3,28.93,20.46,7.82,92.87
PER,Peru,MADRE DE DIOS,2014,4,29.4,17.89,2.98,91.11
PER,Peru,MADRE DE DIOS,2014,5,28.95,13.95,4.13,92.49
PER,Peru,MADRE DE DIOS,2014,6,29.34,13.02,2.57,90.72
PER,Peru,MADRE DE DIOS,2014,7,28.21,12.6,2.4,89.93
PER,Peru,MADRE DE DIOS,2014,8,30.32,15.64,3.25,86.92
PER,Peru,MADRE DE DIOS,2014,9,31.83,19.2,3.59,86.09
PER,Peru,MADRE DE DIOS,2014,10,34.99,20.66,5.31,79.75
PER,Peru,MADRE DE DIOS,2014,11,30.31,20.03,10.38,91.44
PER,Peru,MADRE DE DIOS,2014,12,29.45,19.08,5.68,90.95
PER,Peru,MADRE DE DIOS,2015,1,28.81,20.9,11.82,93.32
PER,Peru,MADRE DE DIOS,2015,2,29.02,19.57,11.71,92.41
PER,Peru,MADRE DE DIOS,2015,3,29.31,21.09,3.31,92.27
PER,Peru,MADRE DE DIOS,2015,4,28.67,20.07,5.66,92.64
PER,Peru,MADRE DE DIOS,2015,5,28.51,19.0,6.28,92.86
PER,Peru,MADRE DE DIOS,2015,6,28.64,13.4,1.69,90.78
PER,Peru,MADRE DE DIOS,2015,7,29.02,15.08,0.93,89.81
PER,Peru,MADRE DE DIOS,2015,8,30.38,19.51,3.49,88.01
PER,Peru,MADRE DE DIOS,2015,9,36.01,16.78,1.46,78.29
PER,Peru,MADRE DE DIOS,2015,10,39.2,18.83,3.26,67.72
PER,Peru,MADRE DE DIOS,2015,11,33.81,21.71,5.23,83.92
PER,Peru,MADRE DE DIOS,2015,12,34.71,21.7,6.02,82.6
PER,Peru,MADRE DE DIOS,2016,1,30.99,22.54,9.26,91.42
PER,Peru,MADRE DE DIOS,2016,2,30.18,21.59,8.82,92.78
PER,Peru,MADRE DE DIOS,2016,3,30.04,18.62,5.98,91.16
PER,Peru,MADRE DE DIOS,2016,4,30.1,13.25,5.98,90.46
PER,Peru,MADRE DE DIOS,2016,5,29.1,14.98,1.26,90.76
PER,Peru,MADRE DE DIOS,2016,6,29.84,14.72,0.32,85.23
PER,Peru,MADRE DE DIOS,2016,7,36.07,16.56,0.52,70.25
PER,Peru,MADRE DE DIOS,2016,8,38.68,16.07,0.97,56.86
PER,Peru,MADRE DE DIOS,2016,9,39.41,16.59,2.61,61.07
PER,Peru,MADRE DE DIOS,2016,10,36.52,19.09,4.35,73.93
PER,Peru,MADRE DE DIOS,2016,11,35.78,18.43,6.42,79.66
PER,Peru,MADRE DE DIOS,2016,12,35.58,20.96,5.15,80.22
PER,Peru,MADRE DE DIOS,2017,1,30.41,19.6,7.07,90.64
PER,Peru,MADRE DE DIOS,2017,2,30.29,20.92,8.48,91.64
PER,Peru,MADRE DE DIOS,2017,3,29.39,17.65,11.96,92.27
PER,Peru,MADRE DE DIOS,2017,4,28.65,15.85,5.44,91.78
PER,Peru,MADRE DE DIOS,2017,5,29.18,18.33,1.65,91.26
PER,Peru,MADRE DE DIOS,2017,6,30.72,14.81,1.39,85.95
PER,Peru,MADRE DE DIOS,2017,7,34.0,11.66,0.04,75.2
PER,Peru,MADRE DE DIOS,2017,8,36.82,16.86,2.5,68.31
PER,Peru,MADRE DE DIOS,2017,9,38.35,18.89,0.84,60.61
PER,Peru,MADRE DE DIOS,2017,10,38.57,18.29,4.83,69.13
PER,Peru,MADRE DE DIOS,2017,11,34.34,21.81,7.55,83.79
PER,Peru,MADRE DE DIOS,2017,12,31.14,21.31,8.5,90.1
PER,Peru,MADRE DE DIOS,2018,1,28.75,20.91,10.39,92.54
PER,Peru,MADRE DE DIOS,2018,2,29.97,20.49,12.6,92.4
PER,Peru,MADRE DE DIOS,2018,3,28.84,18.1,7.67,92.42
PER,Peru,MADRE DE DIOS,2018,4,28.68,19.48,3.45,92.0
PER,Peru,MADRE DE DIOS,2018,5,29.24,15.05,2.13,90.85
PER,Peru,MADRE DE DIOS,2018,6,28.46,14.33,1.84,89.4
PER,Peru,MADRE DE DIOS,2018,7,30.38,13.07,1.81,86.02
PER,Peru,MADRE DE DIOS,2018,8,34.39,14.1,2.24,81.87
PER,Peru,MADRE DE DIOS,2018,9,36.55,16.18,1.79,70.67
PER,Peru,MADRE DE DIOS,2018,10,36.66,21.32,5.81,78.76
PER,Peru,MADRE DE DIOS,2018,11,32.64,21.33,6.77,86.25
PER,Peru,MADRE DE DIOS,2018,12,31.32,18.56,5.62,87.63
PER,Peru,MADRE DE DIOS,2019,1,31.15,20.42,7.05,90.25
PER,Peru,MADRE DE DIOS,2019,2,30.19,20.94,9.31,92.34
PER,Peru,MADRE DE DIOS,2019,3,29.62,20.88,5.27,93.39
PER,Peru,MADRE DE DIOS,2019,4,29.19,16.74,6.95,91.98
PER,Peru,MADRE DE DIOS,2019,5,29.19,16.02,3.37,91.55
PER,Peru,MADRE DE DIOS,2019,6,30.04,15.75,1.13,89.19
PER,Peru,MADRE DE DIOS,2019,7,30.42,14.72,1.65,82.86
PER,Peru,MADRE DE DIOS,2019,8,36.84,9.58,0.21,71.13
PER,Peru,MADRE DE DIOS,2019,9,38.82,19.91,2.09,64.2
PER,Peru,MADRE DE DIOS,2019,10,35.91,17.72,3.93,72.4
PER,Peru,MADRE DE DIOS,2019,11,35.01,21.27,7.84,82.66
PER,Peru,MADRE DE DIOS,2019,12,29.45,21.82,23.13,94.39
PER,Peru,MADRE DE DIOS,2020,1,29.67,22.03,8.96,92.85
PER,Peru,MADRE DE DIOS,2020,2,29.06,19.95,10.34,93.09
PER,Peru,MADRE DE DIOS,2020,3,29.81,21.49,5.27,92.01
PER,Peru,MADRE DE DIOS,2020,4,28.8,17.45,3.73,91.29
PER,Peru,MADRE DE DIOS,2020,5,29.23,14.83,1.09,89.12
PER,Peru,MADRE DE DIOS,2020,6,28.55,17.63,1.46,91.1
PER,Peru,MADRE DE DIOS,2020,7,29.83,16.88,1.79,87.68
PER,Peru,MADRE DE DIOS,2020,8,37.81,13.19,1.09,67.7
PER,Peru,MADRE DE DIOS,2020,9,37.76,20.29,1.12,65.28
PER,Peru,MADRE DE DIOS,2020,10,39.15,19.63,2.67,64.84
PER,Peru,MADRE DE DIOS,2020,11,38.65,18.89,4.26,70.37
PER,Peru,MADRE DE DIOS,2020,12,31.28,20.26,9.27,89.27
PER,Peru,MADRE DE DIOS,2021,1,29.4,17.96,7.3,90.21
PER,Peru,MADRE DE DIOS,2021,2,29.52,20.59,6.98,91.59
PER,Peru,MADRE DE DIOS,2021,3,29.71,20.63,4.36,90.65
PER,Peru,MADRE DE DIOS,2021,4,29.93,17.2,6.13,90.58
PER,Peru,MADRE DE DIOS,2021,5,30.94,16.21,0.97,86.05
PER,Peru,MADRE DE DIOS,2021,6,31.49,11.54,0.92,81.5
PER,Peru,MADRE DE DIOS,2021,7,33.58,11.11,1.83,77.04
PER,Peru,MADRE DE DIOS,2021,8,38.31,15.61,0.12,61.52
PER,Peru,MADRE DE DIOS,2021,9,38.7,18.54,1.92,60.2
PER,Peru,MADRE DE DIOS,2021,10,39.17,16.89,5.47,66.67
PER,Peru,MADRE DE DIOS,2021,11,34.64,19.91,7.84,84.32
PER,Peru,MADRE DE DIOS,2021,12,30.61,21.47,12.41,92.16
PER,Peru,MADRE DE DIOS,2022,1,29.46,20.71,5.66,91.71
PER,Peru,MADRE DE DIOS,2022,2,29.12,20.81,10.6,93.12
PER,Peru,MADRE DE DIOS,2022,3,29.22,18.48,7.76,91.88
PER,Peru,MADRE DE DIOS,2022,4,28.91,16.44,2.21,91.18
PER,Peru,MADRE DE DIOS,2022,5,28.77,14.1,1.46,89.14
PER,Peru,MADRE DE DIOS,2022,6,28.05,10.7,1.82,89.55
PER,Peru,MADRE DE DIOS,2022,7,30.68,17.94,1.74,84.48
PER,Peru,MADRE DE DIOS,2022,8,35.01,11.99,2.45,70.82
PER,Peru,MADRE DE DIOS,2022,9,37.86,17.07,2.91,62.16
PER,Peru,MADRE DE DIOS,2022,10,34.88,19.21,6.76,82.32
PER,Peru,MADRE DE DIOS,2022,11,35.64,14.18,5.39,77.85
PER,Peru,MADRE DE DIOS,2022,12,30.52,21.13,13.11,90.39
PER,Peru,PASCO,2010,1,35.02,19.95,1.19,65.34
PER,Peru,PASCO,2010,2,33.53,19.53,4.11,79.21
PER,Peru,PASCO,2010,3,34.4,19.93,0.78,76.48
PER,Peru,PASCO,2010,4,34.97,20.14,0.51,68.76
PER,Peru,PASCO,2010,5,33.87,17.62,0.38,65.74
PER,Peru,PASCO,2010,6,34.19,18.1,0.12,57.3
PER,Peru,PASCO,2010,7,33.88,15.74,0.4,56.82
PER,Peru,PASCO,2010,8,35.51,17.49,0.2,45.57
PER,Peru,PASCO,2010,9,36.94,20.97,0.17,46.93
PER,Peru,PASCO,2010,10,36.87,19.56,0.35,51.41
PER,Peru,PASCO,2010,11,35.26,19.03,0.47,58.35
PER,Peru,PASCO,2010,12,32.92,18.98,2.1,72.2
PER,Peru,PASCO,2011,1,32.43,18.83,1.91,71.65
PER,Peru,PASCO,2011,2,31.82,18.73,1.62,78.52
PER,Peru,PASCO,2011,3,31.87,19.27,1.46,77.7
PER,Peru,PASCO,2011,4,32.33,18.07,0.79,70.56
PER,Peru,PASCO,2011,5,34.31,17.62,1.07,67.82
PER,Peru,PASCO,2011,6,31.68,18.07,0.79,70.83
PER,Peru,PASCO,2011,7,32.59,17.43,0.77,65.7
PER,Peru,PASCO,2011,8,34.53,17.65,0.17,52.49
PER,Peru,PASCO,2011,9,34.98,19.04,1.79,61.78
PER,Peru,PASCO,2011,10,33.21,18.61,1.98,71.7
PER,Peru,PASCO,2011,11,35.16,18.79,2.22,72.61
PER,Peru,PASCO,2011,12,33.17,18.96,2.8,78.97
PER,Peru,PASCO,2012,1,31.1,18.48,2.16,78.16
PER,Peru,PASCO,2012,2,31.2,17.45,3.0,79.65
PER,Peru,PASCO,2012,3,31.64,16.41,2.28,78.38
PER,Peru,PASCO,2012,4,31.72,18.75,1.95,78.11
PER,Peru,PASCO,2012,5,32.46,17.94,0.47,69.63
PER,Peru,PASCO,2012,6,32.36,17.14,0.95,68.68
PER,Peru,PASCO,2012,7,33.47,17.2,0.15,54.23
PER,Peru,PASCO,2012,8,34.68,20.19,0.18,50.31
PER,Peru,PASCO,2012,9,35.44,18.46,0.65,51.41
PER,Peru,PASCO,2012,10,34.69,18.91,2.19,68.43
PER,Peru,PASCO,2012,11,36.41,19.78,0.85,67.31
PER,Peru,PASCO,2012,12,34.18,19.14,1.93,73.47
PER,Peru,PASCO,2013,1,33.32,18.0,2.34,73.26
PER,Peru,PASCO,2013,2,33.05,19.27,1.94,76.79
PER,Peru,PASCO,2013,3,33.06,19.32,1.57,76.22
PER,Peru,PASCO,2013,4,33.21,17.96,1.47,72.89
PER,Peru,PASCO,2013,5,32.18,19.44,1.13,72.21
PER,Peru,PASCO,2013,6,32.29,17.84,0.88,69.93
PER,Peru,PASCO,2013,7,33.04,18.54,0.38,59.91
PER,Peru,PASCO,2013,8,34.37,17.65,0.51,56.08
PER,Peru,PASCO,2013,9,35.51,18.82,0.31,52.28
PER,Peru,PASCO,2013,10,34.29,19.89,1.73,69.34
PER,Peru,PASCO,2013,11,35.35,18.56,1.28,73.89
PER,Peru,PASCO,2013,12,33.75,18.52,1.42,73.81
PER,Peru,PASCO,2014,1,34.47,19.16,1.18,73.94
PER,Peru,PASCO,2014,2,31.67,19.22,1.22,73.52
PER,Peru,PASCO,2014,3,32.78,18.89,1.61,76.39
PER,Peru,PASCO,2014,4,34.22,19.62,0.54,66.81
PER,Peru,PASCO,2014,5,32.76,18.47,1.1,71.6
PER,Peru,PASCO,2014,6,33.29,17.16,0.61,66.36
PER,Peru,PASCO,2014,7,33.28,17.85,0.22,60.25
PER,Peru,PASCO,2014,8,34.63,19.15,0.13,49.5
PER,Peru,PASCO,2014,9,36.19,19.0,0.66,53.76
PER,Peru,PASCO,2014,10,36.38,19.8,2.36,61.69
PER,Peru,PASCO,2014,11,32.23,18.88,1.77,78.94
PER,Peru,PASCO,2014,12,30.93,18.86,2.25,79.05
PER,Peru,PASCO,2015,1,33.1,19.47,1.1,74.24
PER,Peru,PASCO,2015,2,32.49,18.32,2.59,79.91
PER,Peru,PASCO,2015,3,33.11,18.45,1.42,76.79
PER,Peru,PASCO,2015,4,33.9,18.39,0.51,71.84
PER,Peru,PASCO,2015,5,32.43,17.82,1.29,75.71
PER,Peru,PASCO,2015,6,33.05,17.42,0.47,67.72
PER,Peru,PASCO,2015,7,34.22,17.55,0.88,67.14
PER,Peru,PASCO,2015,8,35.11,19.7,0.29,55.5
PER,Peru,PASCO,2015,9,35.54,20.86,1.02,57.45
PER,Peru,PASCO,2015,10,36.94,19.58,0.6,54.49
PER,Peru,PASCO,2015,11,33.95,19.83,1.87,72.23
PER,Peru,PASCO,2015,12,34.2,19.31,3.05,74.64
PER,Peru,PASCO,2016,1,35.97,18.6,4.93,77.29
PER,Peru,PASCO,2016,2,29.41,18.4,4.51,87.16
PER,Peru,PASCO,2016,3,31.5,19.09,3.27,85.48
PER,Peru,PASCO,2016,4,32.9,16.99,0.72,76.81
PER,Peru,PASCO,2016,5,32.86,18.09,0.4,73.5
PER,Peru,PASCO,2016,6,31.94,17.61,0.56,69.07
PER,Peru,PASCO,2016,7,34.07,19.83,0.25,55.17
PER,Peru,PASCO,2016,8,34.71,17.47,0.48,53.67
PER,Peru,PASCO,2016,9,36.96,17.48,0.44,55.08
PER,Peru,PASCO,2016,10,36.27,20.34,0.47,54.87
PER,Peru,PASCO,2016,11,35.13,19.17,1.31,66.73
PER,Peru,PASCO,2016,12,33.29,19.23,2.17,76.39
PER,Peru,PASCO,2017,1,32.49,17.37,2.98,80.92
PER,Peru,PASCO,2017,2,31.75,18.14,3.25,80.95
PER,Peru,PASCO,2017,3,31.74,18.99,2.05,80.85
PER,Peru,PASCO,2017,4,32.51,18.51,0.99,77.92
PER,Peru,PASCO,2017,5,32.16,19.16,1.41,79.07
PER,Peru,PASCO,2017,6,31.95,17.8,0.66,75.96
PER,Peru,PASCO,2017,7,34.09,16.46,0.19,61.25
PER,Peru,PASCO,2017,8,34.12,18.26,0.47,61.39
PER,Peru,PASCO,2017,9,36.2,19.96,0.75,59.53
PER,Peru,PASCO,2017,10,35.39,19.56,2.0,70.79
PER,Peru,PASCO,2017,11,31.9,19.59,3.77,82.42
PER,Peru,PASCO,2017,12,31.86,18.94,1.81,82.84
PER,Peru,PASCO,2018,1,30.56,18.25,2.53,82.13
PER,Peru,PASCO,2018,2,29.76,18.65,4.14,83.75
PER,Peru,PASCO,2018,3,30.47,18.11,2.69,84.29
PER,Peru,PASCO,2018,4,32.24,19.01,1.16,77.98
PER,Peru,PASCO,2018,5,32.47,16.95,1.23,77.17
